,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
732,J,19,0,20,1,-1.0,0
733,6,17,0,18,1,-1.0,0
734,9,24,1,8,2,-1.0,0
735,K,19,0,14,2,-1.0,0
736,10,17,0,17,2,-1.0,0
737,5,23,1,15,2,-1.0,0
738,7,19,0,20,0,1.0,0
739,A,20,0,12,1,-1.0,0
740,7,26,1,18,1,-1.0,0
741,10,17,0,12,2,-1.0,0
742,10,21,0,16,0,-1.0,1
743,K,20,0,13,0,-1.0,1
744,7,17,0,9,4,-1.0,0
745,10,17,0,13,2,-1.0,0
746,8,19,0,21,0,1.0,0
747,9,22,1,19,1,-1.0,0
748,2,23,1,13,1,1.0,1
749,6,23,1,17,1,1.0,1
750,Q,20,0,14,0,-1.0,1
751,6,23,1,10,2,-1.0,0
752,7,17,0,15,1,-1.0,0
753,A,21,0,21,0,0.0,0
754,3,21,0,10,2,-1.0,0
755,Q,20,0,11,1,1.0,1
756,7,17,0,20,1,-1.0,0
757,9,23,1,16,1,-1.0,0
758,8,22,1,12,2,-1.0,0
759,3,22,1,19,1,-1.0,0
760,6,22,1,15,1,1.0,1
761,5,18,0,16,1,-1.0,0
762,4,20,0,11,2,-1.0,0
763,2,19,0,14,1,-1.0,0
764,3,17,0,9,2,-1.0,0
765,A,22,1,5,2,-1.0,0
766,6,24,1,13,1,-1.0,0
767,3,23,1,20,1,1.0,1
768,9,21,0,18,1,-1.0,0
769,K,20,0,20,1,-1.0,0
770,Q,20,0,18,1,-1.0,0
771,A,18,0,17,2,-1.0,0
772,2,18,0,19,1,1.0,1
773,5,23,1,5,3,-1.0,0
774,3,18,0,12,1,1.0,1
775,5,19,0,11,3,-1.0,0
776,A,20,0,16,2,-1.0,0
777,5,19,0,11,1,1.0,1
778,J,22,1,20,1,-1.0,0
779,3,25,1,14,4,-1.0,0
780,9,19,0,16,1,-1.0,0
781,2,18,0,16,2,-1.0,0
782,5,20,0,13,1,-1.0,0
783,A,21,0,21,0,0.0,0
784,10,17,0,12,3,-1.0,0
785,6,17,0,19,2,-1.0,0
786,K,17,0,8,2,-1.0,0
787,Q,19,0,10,2,-1.0,0
788,4,24,1,21,0,1.0,0
789,Q,19,0,17,1,-1.0,0
790,J,18,0,6,2,-1.0,0
791,6,21,0,14,3,-1.0,0
792,5,19,0,12,2,-1.0,0
793,10,23,1,13,3,-1.0,0
794,3,19,0,20,1,-1.0,0
795,10,17,0,12,1,-1.0,0
796,9,20,0,18,1,-1.0,0
797,8,18,0,13,3,-1.0,0
798,4,18,0,12,2,-1.0,0
799,K,20,0,21,0,1.0,0
800,4,22,1,14,2,-1.0,0
801,6,17,0,13,1,-1.0,0
802,K,21,0,16,0,-1.0,1
803,8,18,0,12,0,-1.0,1
804,4,17,0,13,1,-1.0,0
805,8,19,0,19,1,-1.0,0
806,10,20,0,20,1,-1.0,0
807,A,21,0,16,0,-1.0,1
808,10,20,0,12,0,-1.0,1
809,2,17,0,17,2,-1.0,0
810,Q,18,0,14,2,-1.0,0
811,K,18,0,15,1,-1.0,0
812,2,25,1,19,1,-1.0,0
813,10,21,0,10,0,-1.0,1
814,K,20,0,9,2,-1.0,0
815,3,19,0,21,0,1.0,0
816,J,21,0,21,0,0.0,0
817,3,18,0,12,4,-1.0,0
818,2,23,1,18,1,1.0,1
819,J,20,0,11,2,-1.0,0
820,K,24,1,13,1,-1.0,0
821,9,17,0,14,2,-1.0,0
822,9,20,0,20,1,-1.0,0
823,5,25,1,12,1,-1.0,0
824,9,20,0,9,2,-1.0,0
825,9,19,0,8,3,-1.0,0
826,3,17,0,13,1,-1.0,0
827,A,17,0,17,1,-1.0,0
828,K,18,0,13,2,-1.0,0
829,K,21,0,18,0,-1.0,1
830,10,25,1,19,2,-1.0,0
831,2,24,1,10,2,1.0,1
832,4,17,0,11,1,1.0,1
833,2,21,0,15,1,-1.0,0
834,Q,23,1,17,1,1.0,1
835,9,20,0,16,2,-1.0,0
836,8,18,0,12,0,-1.0,1
837,J,21,0,19,0,-1.0,1
838,J,20,0,19,1,-1.0,0
839,8,18,0,16,1,-1.0,0
840,5,21,0,16,1,-1.0,0
841,6,26,1,14,3,-1.0,0
842,4,21,0,12,3,-1.0,0
843,A,17,0,12,1,-1.0,0
844,9,19,0,8,2,-1.0,0
845,Q,26,1,14,1,-1.0,0
846,K,20,0,18,3,-1.0,0
847,Q,22,1,16,1,-1.0,0
848,7,26,1,11,3,-1.0,0
849,5,25,1,7,2,-1.0,0
850,4,18,0,6,2,-1.0,0
851,9,19,0,18,1,-1.0,0
852,8,18,0,11,1,1.0,1
853,2,18,0,12,3,-1.0,0
854,3,17,0,14,1,-1.0,0
855,5,25,1,16,1,-1.0,0
856,Q,17,0,9,2,1.0,1
857,K,20,0,20,1,-1.0,0
858,3,18,0,14,1,1.0,1
859,3,18,0,5,2,-1.0,0
860,Q,20,0,17,1,-1.0,0
861,2,20,0,12,1,-1.0,0
862,5,21,0,18,1,-1.0,0
863,9,23,1,16,1,1.0,1
864,9,23,1,20,2,-1.0,0
865,Q,18,0,15,1,-1.0,0
866,2,19,0,15,1,1.0,1
867,2,17,0,14,1,-1.0,0
868,A,21,0,16,0,-1.0,1
869,8,20,0,13,3,-1.0,0
870,A,18,0,13,1,1.0,1
871,10,20,0,18,2,-1.0,0
872,Q,21,0,14,1,0.0,1
873,4,18,0,12,2,-1.0,0
874,10,18,0,21,0,1.0,0
875,5,21,0,20,1,-1.0,0
876,10,17,0,16,2,-1.0,0
877,8,19,0,9,2,-1.0,0
878,4,25,1,15,2,-1.0,0
879,4,25,1,16,2,-1.0,0
880,6,20,0,18,1,-1.0,0
881,2,21,0,16,1,-1.0,0
882,J,20,0,17,1,-1.0,0
883,2,23,1,15,1,-1.0,0
884,8,18,0,20,1,-1.0,0
885,10,20,0,19,2,-1.0,0
886,4,17,0,19,1,-1.0,0
887,9,24,1,14,2,-1.0,0
888,3,23,1,21,0,1.0,0
889,5,22,1,17,2,-1.0,0
890,7,19,0,16,2,-1.0,0
891,9,18,0,14,3,-1.0,0
892,10,20,0,20,1,-1.0,0
893,J,18,0,14,1,-1.0,0
894,Q,17,0,13,1,-1.0,0
895,2,25,1,14,1,-1.0,0
896,5,21,0,15,1,-1.0,0
897,Q,21,0,20,0,-1.0,1
898,K,20,0,19,1,1.0,1
899,5,25,1,18,1,-1.0,0
900,5,21,0,20,0,-1.0,1
901,K,23,1,14,1,-1.0,0
902,3,17,0,18,4,-1.0,0
903,10,20,0,12,0,-1.0,1
904,J,20,0,12,0,-1.0,1
905,2,22,1,12,3,1.0,1
906,6,18,0,13,1,-1.0,0
907,4,21,0,15,2,-1.0,0
908,5,18,0,8,2,1.0,1
909,4,17,0,7,3,-1.0,0
910,3,22,1,21,0,1.0,0
911,2,22,1,20,1,-1.0,0
912,8,26,1,17,2,-1.0,0
913,2,19,0,20,1,-1.0,0
914,10,20,0,9,2,-1.0,0
915,Q,25,1,13,1,-1.0,0
916,5,19,0,6,2,-1.0,0
917,J,24,1,14,4,1.0,1
918,10,19,0,20,1,-1.0,0
919,9,19,0,19,1,-1.0,0
920,8,18,0,18,1,-1.0,0
921,3,25,1,17,1,-1.0,0
922,4,22,1,19,1,-1.0,0
923,5,18,0,15,1,-1.0,0
924,6,17,0,12,1,-1.0,0
925,6,18,0,10,2,-1.0,0
926,6,19,0,18,1,1.0,1
927,A,21,0,14,0,-1.0,1
928,Q,22,1,16,2,-1.0,0
929,A,21,0,9,0,-1.0,1
930,Q,17,0,10,2,-1.0,0
931,6,23,1,20,2,-1.0,0
932,Q,20,0,7,2,-1.0,0
933,2,20,0,12,1,1.0,1
934,3,19,0,19,1,-1.0,0
935,7,17,0,19,1,-1.0,0
936,Q,17,0,6,2,-1.0,0
937,2,17,0,15,1,-1.0,0
938,J,24,1,13,2,-1.0,0
939,10,19,0,11,1,1.0,1
940,4,19,0,18,1,-1.0,0
941,Q,22,1,10,2,-1.0,0
942,K,19,0,10,2,-1.0,0
943,5,23,1,18,1,-1.0,0
944,J,26,1,13,1,-1.0,0
945,K,18,0,19,1,-1.0,0
946,3,26,1,20,1,-1.0,0
947,8,18,0,13,2,-1.0,0
948,10,20,0,4,3,-1.0,0
949,5,21,0,15,1,-1.0,0
950,2,25,1,9,1,1.0,1
951,8,18,0,21,0,1.0,0
952,8,21,0,15,1,-1.0,0
953,3,17,0,16,1,-1.0,0
954,3,21,0,12,1,-1.0,0
955,7,20,0,20,1,-1.0,0
956,9,21,0,12,2,-1.0,0
957,Q,17,0,17,2,-1.0,0
958,2,22,1,20,3,-1.0,0
959,3,20,0,17,1,-1.0,0
960,Q,25,1,9,2,1.0,1
961,8,22,1,17,2,-1.0,0
962,J,23,1,14,2,-1.0,0
963,Q,24,1,17,1,-1.0,0
964,10,21,0,12,0,-1.0,1
965,Q,21,0,9,0,-1.0,1
966,A,19,0,17,1,-1.0,0
967,K,20,0,13,0,-1.0,1
968,A,21,0,16,0,-1.0,1
969,9,19,0,15,2,-1.0,0
970,7,23,1,8,2,-1.0,0
971,5,23,1,15,1,-1.0,0
972,5,25,1,12,2,-1.0,0
973,A,20,0,19,1,-1.0,0
974,8,18,0,14,1,-1.0,0
975,Q,21,0,21,0,0.0,0
976,2,22,1,11,3,-1.0,0
977,6,19,0,20,0,1.0,0
978,K,22,1,15,2,-1.0,0
979,A,20,0,14,3,-1.0,0
980,9,19,0,12,0,-1.0,1
981,A,20,0,11,2,-1.0,0
982,K,19,0,20,1,-1.0,0
983,3,21,0,7,3,-1.0,0
984,10,25,1,17,2,-1.0,0
985,2,19,0,20,1,-1.0,0
986,9,25,1,18,1,-1.0,0
987,K,20,0,20,1,-1.0,0
988,4,22,1,20,1,-1.0,0
989,3,17,0,19,1,1.0,1
990,J,20,0,18,2,-1.0,0
991,10,19,0,15,1,-1.0,0
992,K,17,0,20,1,-1.0,0
993,4,20,0,20,0,0.0,0
994,9,19,0,13,0,-1.0,1
995,4,24,1,13,1,-1.0,0
996,K,22,1,16,2,-1.0,0
997,6,21,0,9,2,-1.0,0
998,2,21,0,9,2,-1.0,0
999,10,17,0,13,2,-1.0,0
1000,3,24,1,16,3,-1.0,0
1001,K,17,0,13,1,-1.0,0
1002,4,24,1,20,1,-1.0,0
1003,3,23,1,18,1,-1.0,0
1004,3,25,1,21,0,1.0,0
1005,J,20,0,18,1,-1.0,0
1006,8,18,0,13,2,-1.0,0
1007,7,21,0,9,3,-1.0,0
1008,4,22,1,20,1,-1.0,0
1009,8,17,0,12,2,-1.0,0
1010,7,24,1,21,0,1.0,0
1011,3,22,1,19,1,-1.0,0
1012,7,18,0,18,2,1.0,1
1013,10,24,1,9,2,-1.0,0
1014,J,19,0,13,2,-1.0,0
1015,2,24,1,18,1,-1.0,0
1016,Q,20,0,20,1,-1.0,0
1017,K,20,0,12,0,-1.0,1
1018,9,21,0,14,1,0.0,1
1019,10,20,0,18,1,-1.0,0
1020,5,18,0,11,3,-1.0,0
1021,4,22,1,19,1,1.0,1
1022,5,20,0,9,2,-1.0,0
1023,A,20,0,18,1,-1.0,0
1024,K,20,0,18,1,-1.0,0
1025,Q,19,0,16,1,-1.0,0
1026,2,23,1,8,2,1.0,1
1027,8,18,0,9,3,-1.0,0
1028,K,21,0,17,1,-1.0,0
1029,2,26,1,6,2,-1.0,0
1030,6,23,1,7,2,-1.0,0
1031,10,18,0,15,1,-1.0,0
1032,4,20,0,7,3,1.0,1
1033,8,18,0,13,1,-1.0,0
1034,J,19,0,19,1,1.0,1
1035,2,20,0,21,0,1.0,0
1036,9,19,0,21,0,1.0,0
1037,7,17,0,12,2,-1.0,0
1038,J,20,0,12,0,-1.0,1
1039,6,26,1,19,1,-1.0,0
1040,8,21,0,11,2,-1.0,0
1041,K,18,0,17,1,1.0,1
1042,J,19,0,21,0,1.0,0
1043,J,20,0,10,1,-1.0,0
1044,9,21,0,12,2,-1.0,0
1045,2,22,1,9,3,-1.0,0
1046,6,18,0,17,2,-1.0,0
1047,9,19,0,15,1,1.0,1
1048,8,19,0,21,0,1.0,0
1049,9,23,1,6,2,1.0,1
1050,A,21,0,14,0,-1.0,1
1051,K,24,1,9,3,-1.0,0
1052,5,18,0,20,0,1.0,0
1053,Q,20,0,9,2,-1.0,0
1054,7,17,0,12,4,-1.0,0
1055,A,18,0,16,1,-1.0,0
1056,3,21,0,18,1,-1.0,0
1057,8,18,0,11,1,1.0,1
1058,5,21,0,13,1,-1.0,0
1059,A,19,0,19,1,-1.0,0
1060,4,22,1,17,1,-1.0,0
1061,9,23,1,21,0,1.0,0
1062,Q,17,0,12,2,-1.0,0
1063,6,26,1,12,1,-1.0,0
1064,Q,20,0,13,0,-1.0,1
1065,A,21,0,13,0,-1.0,1
1066,6,17,0,17,1,-1.0,0
1067,3,20,0,10,3,-1.0,0
1068,9,17,0,15,3,-1.0,0
1069,J,17,0,21,0,1.0,0
1070,8,23,1,12,2,-1.0,0
1071,K,19,0,20,1,-1.0,0
1072,J,19,0,11,4,-1.0,0
1073,J,18,0,14,1,-1.0,0
1074,4,19,0,20,1,-1.0,0
1075,5,17,0,16,2,1.0,1
1076,A,17,0,11,2,-1.0,0
1077,10,20,0,14,0,-1.0,1
1078,9,19,0,7,1,-1.0,0
1079,A,19,0,21,0,1.0,0
1080,5,25,1,11,3,-1.0,0
1081,10,17,0,13,2,1.0,1
1082,6,21,0,18,1,-1.0,0
1083,K,21,0,17,0,-1.0,1
1084,A,18,0,10,2,-1.0,0
1085,4,17,0,9,2,-1.0,0
1086,7,17,0,7,2,-1.0,0
1087,5,22,1,18,2,-1.0,0
1088,9,20,0,14,1,-1.0,0
1089,9,18,0,10,2,-1.0,0
1090,3,18,0,5,2,-1.0,0
1091,2,19,0,16,2,1.0,1
1092,K,20,0,15,1,-1.0,0
1093,J,17,0,17,1,1.0,1
1094,2,22,1,19,2,-1.0,0
1095,10,23,1,19,1,-1.0,0
1096,6,24,1,13,1,-1.0,0
1097,A,19,0,12,0,-1.0,1
1098,4,20,0,11,3,-1.0,0
1099,A,23,1,10,3,-1.0,0
1100,8,20,0,17,2,-1.0,0
1101,A,17,0,12,1,-1.0,0
1102,K,18,0,20,1,-1.0,0
1103,8,18,0,18,1,-1.0,0
1104,8,17,0,21,0,1.0,0
1105,2,24,1,15,1,-1.0,0
1106,3,19,0,12,4,-1.0,0
1107,8,18,0,12,0,-1.0,1
1108,5,17,0,10,2,-1.0,0
1109,J,20,0,13,0,-1.0,1
1110,6,26,1,13,1,-1.0,0
1111,K,18,0,18,2,-1.0,0
1112,7,18,0,17,2,-1.0,0
1113,2,22,1,17,1,-1.0,0
1114,K,21,0,12,0,-1.0,1
1115,A,20,0,11,2,-1.0,0
1116,7,23,1,18,3,-1.0,0
1117,A,21,0,13,0,-1.0,1
1118,K,21,0,13,2,-1.0,0
1119,J,21,0,17,0,-1.0,1
1120,J,21,0,16,0,-1.0,1
1121,7,20,0,7,2,-1.0,0
1122,3,26,1,15,3,-1.0,0
1123,J,26,1,12,1,-1.0,0
1124,5,18,0,21,0,1.0,0
1125,9,20,0,14,0,-1.0,1
1126,A,21,0,17,0,-1.0,1
1127,J,18,0,16,1,-1.0,0
1128,9,26,1,20,1,-1.0,0
1129,Q,26,1,15,2,-1.0,0
1130,A,18,0,7,2,-1.0,0
1131,4,24,1,14,1,-1.0,0
1132,8,22,1,15,1,-1.0,0
1133,K,18,0,15,2,-1.0,0
1134,8,18,0,13,1,-1.0,0
1135,5,21,0,5,4,-1.0,0
1136,J,22,1,12,1,-1.0,0
1137,6,26,1,13,3,-1.0,0
1138,A,17,0,15,1,-1.0,0
1139,9,18,0,8,2,-1.0,0
1140,4,19,0,15,2,-1.0,0
1141,7,23,1,14,2,-1.0,0
1142,Q,22,1,12,1,-1.0,0
1143,6,17,0,18,2,-1.0,0
1144,2,17,0,13,2,-1.0,0
1145,3,18,0,10,1,1.0,1
1146,A,21,0,20,0,-1.0,1
1147,9,18,0,15,1,-1.0,0
1148,K,19,0,20,1,1.0,1
1149,3,21,0,15,1,-1.0,0
1150,9,23,1,18,2,-1.0,0
1151,Q,19,0,19,1,-1.0,0
1152,Q,21,0,9,0,-1.0,1
1153,5,17,0,14,1,-1.0,0
1154,A,19,0,12,0,-1.0,1
1155,J,20,0,18,1,-1.0,0
1156,8,19,0,9,2,-1.0,0
1157,4,20,0,15,1,1.0,1
1158,9,22,1,13,2,-1.0,0
1159,J,24,1,7,2,-1.0,0
1160,Q,19,0,14,1,-1.0,0
1161,4,23,1,13,2,-1.0,0
1162,J,17,0,9,3,-1.0,0
1163,7,17,0,18,1,-1.0,0
1164,K,23,1,9,2,-1.0,0
1165,7,21,0,15,1,-1.0,0
1166,2,22,1,11,2,-1.0,0
1167,6,23,1,16,1,-1.0,0
1168,J,22,1,15,1,1.0,1
1169,Q,26,1,21,0,1.0,0
1170,7,17,0,18,1,-1.0,0
1171,K,20,0,8,2,1.0,1
1172,10,20,0,13,0,-1.0,1
1173,2,21,0,18,3,-1.0,0
1174,3,20,0,18,1,-1.0,0
1175,9,19,0,13,0,-1.0,1
1176,4,19,0,6,1,1.0,1
1177,K,18,0,18,1,-1.0,0
1178,3,23,1,15,1,-1.0,0
1179,6,18,0,18,2,-1.0,0
1180,A,26,1,19,1,-1.0,0
1181,6,17,0,10,2,-1.0,0
1182,2,24,1,15,2,1.0,1
1183,10,17,0,20,1,-1.0,0
1184,J,17,0,10,2,-1.0,0
1185,2,22,1,14,1,-1.0,0
1186,3,23,1,11,2,-1.0,0
1187,K,26,1,20,1,1.0,1
1188,3,17,0,21,0,1.0,0
1189,5,18,0,12,1,1.0,1
1190,Q,17,0,19,1,-1.0,0
1191,K,20,0,19,1,-1.0,0
1192,Q,17,0,7,3,-1.0,0
1193,K,18,0,11,2,-1.0,0
1194,5,22,1,7,2,-1.0,0
1195,A,20,0,15,2,-1.0,0
1196,K,21,0,13,0,-1.0,1
1197,2,24,1,9,2,-1.0,0
1198,4,24,1,9,2,-1.0,0
1199,4,20,0,21,0,1.0,0
1200,A,21,0,12,0,-1.0,1
1201,4,23,1,17,1,-1.0,0
1202,J,20,0,11,2,-1.0,0
1203,K,20,0,12,0,-1.0,1
1204,Q,20,0,15,2,-1.0,0
1205,7,23,1,20,1,-1.0,0
1206,J,20,0,15,1,-1.0,0
1207,8,20,0,14,1,-1.0,0
1208,J,19,0,21,0,1.0,0
1209,J,19,0,17,1,-1.0,0
1210,7,26,1,15,1,-1.0,0
1211,4,17,0,20,0,1.0,0
1212,4,21,0,10,4,0.0,1
1213,4,23,1,17,1,-1.0,0
1214,6,23,1,14,2,-1.0,0
1215,A,17,0,12,1,-1.0,0
1216,3,17,0,19,1,-1.0,0
1217,8,24,1,17,2,-1.0,0
1218,5,22,1,20,1,-1.0,0
1219,8,25,1,15,1,-1.0,0
1220,9,21,0,11,3,0.0,1
1221,7,24,1,12,2,-1.0,0
1222,6,23,1,16,1,-1.0,0
1223,A,19,0,12,2,1.0,1
1224,5,17,0,10,2,-1.0,0
1225,8,18,0,13,2,-1.0,0
1226,2,19,0,12,1,-1.0,0
1227,10,18,0,12,0,-1.0,1
1228,2,22,1,14,1,-1.0,0
1229,A,17,0,16,1,-1.0,0
1230,J,19,0,20,1,1.0,1
1231,4,24,1,14,2,-1.0,0
1232,J,18,0,17,1,-1.0,0
1233,J,21,0,12,0,-1.0,1
1234,4,24,1,18,2,1.0,1
1235,A,24,1,12,2,-1.0,0
1236,6,23,1,14,3,-1.0,0
1237,A,25,1,13,1,-1.0,0
1238,4,21,0,16,2,-1.0,0
1239,8,18,0,9,1,1.0,1
1240,8,23,1,13,1,-1.0,0
1241,8,18,0,19,1,-1.0,0
1242,7,17,0,20,1,-1.0,0
1243,9,19,0,9,2,-1.0,0
1244,6,19,0,19,1,-1.0,0
1245,K,18,0,10,2,-1.0,0
1246,K,25,1,15,2,-1.0,0
1247,10,21,0,12,0,-1.0,1
1248,K,21,0,9,0,-1.0,1
1249,2,20,0,6,3,1.0,1
1250,J,21,0,19,1,-1.0,0
1251,9,17,0,20,1,-1.0,0
1252,8,18,0,21,0,1.0,0
1253,2,23,1,7,2,-1.0,0
1254,Q,18,0,6,2,-1.0,0
1255,6,20,0,12,1,-1.0,0
1256,K,20,0,19,1,-1.0,0
1257,7,19,0,18,3,-1.0,0
1258,2,17,0,6,4,-1.0,0
1259,A,21,0,14,0,-1.0,1
1260,10,17,0,9,4,-1.0,0
1261,J,20,0,20,1,-1.0,0
1262,A,18,0,18,2,-1.0,0
1263,2,20,0,17,1,-1.0,0
1264,10,24,1,15,1,1.0,1
1265,4,25,1,12,1,1.0,1
1266,10,19,0,17,1,1.0,1
1267,8,17,0,17,1,-1.0,0
1268,3,25,1,13,1,-1.0,0
1269,10,20,0,15,1,1.0,1
1270,6,18,0,14,2,-1.0,0
1271,4,22,1,9,2,-1.0,0
1272,4,21,0,21,0,0.0,0
1273,J,19,0,13,2,-1.0,0
1274,10,24,1,12,1,-1.0,0
1275,10,20,0,15,2,-1.0,0
1276,A,19,0,18,1,-1.0,0
1277,2,17,0,16,1,1.0,1
1278,4,19,0,15,2,-1.0,0
1279,9,21,0,18,1,-1.0,0
1280,9,19,0,11,4,-1.0,0
1281,4,17,0,20,0,1.0,0
1282,7,21,0,12,1,-1.0,0
1283,9,17,0,8,2,-1.0,0
1284,7,17,0,17,2,-1.0,0
1285,9,21,0,10,2,-1.0,0
1286,9,19,0,13,0,-1.0,1
1287,K,21,0,13,0,-1.0,1
1288,2,21,0,10,2,-1.0,0
1289,K,21,0,15,0,-1.0,1
1290,2,25,1,15,1,-1.0,0
1291,8,18,0,9,3,-1.0,0
1292,6,19,0,7,4,-1.0,0
1293,K,18,0,21,0,1.0,0
1294,4,23,1,20,1,-1.0,0
1295,8,18,0,20,2,-1.0,0
1296,9,19,0,13,0,-1.0,1
1297,2,18,0,17,1,-1.0,0
1298,6,21,0,13,3,-1.0,0
1299,6,21,0,14,1,-1.0,0
1300,3,20,0,5,3,-1.0,0
1301,4,24,1,14,1,-1.0,0
1302,K,21,0,10,2,-1.0,0
1303,7,17,0,10,2,-1.0,0
1304,3,22,1,12,1,-1.0,0
1305,Q,20,0,4,1,-1.0,0
1306,7,22,1,20,1,-1.0,0
1307,4,19,0,18,1,-1.0,0
1308,4,20,0,15,3,1.0,1
1309,7,17,0,9,2,-1.0,0
1310,10,20,0,12,0,-1.0,1
1311,Q,17,0,14,3,-1.0,0
1312,K,20,0,18,1,-1.0,0
1313,5,20,0,6,2,-1.0,0
1314,J,26,1,13,1,-1.0,0
1315,2,20,0,13,1,-1.0,0
1316,10,19,0,12,0,-1.0,1
1317,3,19,0,11,3,1.0,1
1318,9,17,0,16,1,-1.0,0
1319,Q,18,0,16,1,-1.0,0
1320,J,19,0,21,0,1.0,0
1321,3,17,0,20,1,-1.0,0
1322,3,22,1,14,1,-1.0,0
1323,7,18,0,17,2,-1.0,0
1324,10,18,0,14,1,-1.0,0
1325,7,26,1,18,1,-1.0,0
1326,7,21,0,13,2,-1.0,0
1327,7,17,0,14,4,-1.0,0
1328,4,24,1,11,3,-1.0,0
1329,3,24,1,15,1,-1.0,0
1330,J,23,1,17,1,-1.0,0
1331,6,20,0,21,0,1.0,0
1332,A,23,1,14,1,-1.0,0
1333,4,19,0,18,1,1.0,1
1334,5,17,0,19,3,-1.0,0
1335,4,26,1,14,2,-1.0,0
1336,A,21,0,15,0,-1.0,1
1337,A,21,0,9,0,-1.0,1
1338,7,22,1,15,3,1.0,1
1339,2,21,0,13,2,-1.0,0
1340,3,19,0,16,1,-1.0,0
1341,3,22,1,8,2,-1.0,0
1342,8,26,1,20,1,-1.0,0
1343,6,23,1,20,1,-1.0,0
1344,7,21,0,17,1,-1.0,0
1345,2,22,1,19,1,-1.0,0
1346,3,22,1,17,1,-1.0,0
1347,J,20,0,18,2,-1.0,0
1348,4,23,1,7,4,-1.0,0
1349,J,22,1,7,2,-1.0,0
1350,6,17,0,14,1,-1.0,0
1351,10,21,0,20,0,-1.0,1
1352,6,23,1,16,1,-1.0,0
1353,4,23,1,18,1,-1.0,0
1354,A,24,1,16,2,-1.0,0
1355,K,19,0,11,3,-1.0,0
1356,7,20,0,20,1,-1.0,0
1357,6,26,1,7,3,-1.0,0
1358,Q,17,0,15,2,-1.0,0
1359,6,21,0,20,1,-1.0,0
1360,9,19,0,19,1,-1.0,0
1361,Q,21,0,10,2,-1.0,0
1362,2,22,1,14,1,-1.0,0
1363,3,18,0,20,1,-1.0,0
1364,4,25,1,5,4,-1.0,0
1365,8,23,1,12,2,-1.0,0
1366,K,21,0,5,0,-1.0,1
1367,2,18,0,13,2,-1.0,0
1368,8,19,0,10,2,-1.0,0
1369,A,17,0,20,1,-1.0,0
1370,3,23,1,15,1,-1.0,0
1371,10,20,0,12,0,-1.0,1
1372,9,18,0,13,2,-1.0,0
1373,A,21,0,13,0,-1.0,1
1374,6,17,0,12,3,-1.0,0
1375,3,24,1,20,0,1.0,0
1376,4,22,1,15,1,-1.0,0
1377,J,19,0,21,0,1.0,0
1378,A,18,0,12,0,-1.0,1
1379,K,20,0,18,1,-1.0,0
1380,8,21,0,4,2,0.0,1
1381,2,22,1,19,3,-1.0,0
1382,2,20,0,7,3,-1.0,0
1383,Q,22,1,18,1,-1.0,0
1384,4,23,1,17,2,-1.0,0
1385,5,23,1,17,3,-1.0,0
1386,9,22,1,13,2,-1.0,0
1387,J,18,0,9,2,-1.0,0
1388,A,21,0,10,0,-1.0,1
1389,J,21,0,12,0,-1.0,1
1390,8,19,0,14,1,-1.0,0
1391,4,20,0,11,2,-1.0,0
1392,K,17,0,20,1,-1.0,0
1393,9,19,0,19,1,-1.0,0
1394,K,17,0,11,1,1.0,1
1395,4,21,0,14,1,-1.0,0
1396,4,25,1,15,4,-1.0,0
1397,7,24,1,17,1,-1.0,0
1398,A,21,0,19,0,-1.0,1
1399,8,21,0,7,3,-1.0,0
1400,7,19,0,19,1,1.0,1
1401,J,20,0,15,3,-1.0,0
1402,9,20,0,17,3,-1.0,0
1403,K,20,0,20,1,-1.0,0
1404,8,23,1,13,1,-1.0,0
1405,10,20,0,16,3,-1.0,0
1406,6,25,1,20,1,-1.0,0
1407,7,20,0,20,1,-1.0,0
1408,4,22,1,16,1,-1.0,0
1409,9,19,0,17,1,1.0,1
1410,J,19,0,13,1,-1.0,0
1411,Q,22,1,20,1,-1.0,0
1412,8,21,0,8,3,-1.0,0
1413,2,20,0,11,1,1.0,1
1414,3,18,0,16,4,1.0,1
1415,5,24,1,14,2,-1.0,0
1416,7,17,0,10,2,-1.0,0
1417,7,18,0,12,0,-1.0,1
1418,2,24,1,18,2,-1.0,0
1419,J,20,0,19,1,-1.0,0
1420,2,18,0,12,2,-1.0,0
1421,7,18,0,11,2,-1.0,0
1422,3,21,0,21,0,0.0,0
1423,Q,17,0,20,1,-1.0,0
1424,2,19,0,18,1,-1.0,0
1425,J,25,1,14,2,-1.0,0
1426,3,24,1,12,2,-1.0,0
1427,3,23,1,15,1,-1.0,0
1428,10,19,0,14,3,-1.0,0
1429,A,20,0,16,1,-1.0,0
1430,8,18,0,13,1,-1.0,0
1431,A,18,0,4,1,-1.0,0
1432,A,17,0,12,1,1.0,1
1433,2,23,1,17,4,-1.0,0
1434,10,21,0,13,0,-1.0,1
1435,10,21,0,13,0,-1.0,1
1436,10,20,0,19,2,-1.0,0
1437,10,22,1,16,2,-1.0,0
1438,7,19,0,10,1,1.0,1
1439,K,21,0,13,2,-1.0,0
1440,10,17,0,15,1,-1.0,0
1441,4,24,1,8,2,-1.0,0
1442,2,24,1,10,3,-1.0,0
1443,7,17,0,10,2,-1.0,0
1444,8,22,1,13,1,-1.0,0
1445,4,21,0,13,1,-1.0,0
1446,Q,20,0,18,1,-1.0,0
