,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
2149,6,17,0,20,1,-1.0,0
2150,2,17,0,6,3,1.0,1
2151,3,18,0,4,2,-1.0,0
2152,A,21,0,13,0,-1.0,1
2153,9,18,0,12,0,-1.0,1
2154,K,19,0,20,1,-1.0,0
2155,3,21,0,11,2,0.0,1
2156,9,23,1,14,4,1.0,1
2157,Q,19,0,12,2,-1.0,0
2158,Q,21,0,7,0,-1.0,1
2159,5,17,0,19,1,-1.0,0
2160,A,19,0,12,0,-1.0,1
2161,J,20,0,10,2,-1.0,0
2162,8,19,0,13,2,-1.0,0
2163,4,20,0,17,1,-1.0,0
2164,9,22,1,11,2,-1.0,0
2165,J,24,1,13,1,-1.0,0
2166,Q,19,0,19,2,-1.0,0
2167,4,23,1,9,3,-1.0,0
2168,J,17,0,17,2,-1.0,0
2169,7,17,0,20,1,-1.0,0
2170,K,23,1,5,2,-1.0,0
2171,7,21,0,15,1,-1.0,0
2172,2,22,1,21,0,1.0,0
2173,6,23,1,21,0,1.0,0
2174,J,22,1,20,1,-1.0,0
2175,Q,26,1,7,4,-1.0,0
2176,7,17,0,20,1,-1.0,0
2177,K,20,0,13,0,-1.0,1
2178,10,20,0,15,1,-1.0,0
2179,2,21,0,15,2,-1.0,0
2180,3,20,0,17,3,-1.0,0
2181,9,19,0,12,0,-1.0,1
2182,4,19,0,16,1,-1.0,0
2183,K,18,0,16,1,1.0,1
2184,3,23,1,16,4,1.0,1
2185,6,18,0,18,2,-1.0,0
2186,A,26,1,20,1,-1.0,0
2187,6,17,0,11,3,-1.0,0
2188,2,24,1,15,1,-1.0,0
2189,10,17,0,15,2,-1.0,0
2190,J,17,0,9,2,-1.0,0
2191,2,22,1,10,1,1.0,1
2192,3,23,1,8,2,-1.0,0
2193,K,26,1,19,2,-1.0,0
2194,3,17,0,16,1,1.0,1
2195,5,18,0,20,0,1.0,0
2196,Q,17,0,16,1,-1.0,0
2197,K,20,0,20,1,-1.0,0
2198,Q,17,0,8,2,-1.0,0
2199,K,18,0,16,1,-1.0,0
2200,5,22,1,15,4,1.0,1
2201,A,20,0,11,2,-1.0,0
2202,K,21,0,14,0,-1.0,1
2203,2,24,1,21,0,1.0,0
2204,4,24,1,5,2,-1.0,0
2205,4,20,0,12,2,-1.0,0
2206,A,21,0,16,0,-1.0,1
2207,4,23,1,9,2,-1.0,0
2208,J,20,0,12,0,-1.0,1
2209,K,20,0,21,0,1.0,0
2210,Q,20,0,15,2,-1.0,0
2211,7,23,1,12,2,-1.0,0
2212,J,20,0,17,1,-1.0,0
2213,8,20,0,14,3,1.0,1
2214,J,19,0,21,0,1.0,0
2215,J,19,0,18,1,1.0,1
2216,7,26,1,11,1,1.0,1
2217,4,17,0,17,1,-1.0,0
2218,4,21,0,19,1,-1.0,0
2219,4,23,1,20,1,-1.0,0
2220,6,23,1,20,2,-1.0,0
2221,A,17,0,18,2,-1.0,0
2222,3,17,0,9,3,-1.0,0
2223,8,24,1,9,2,-1.0,0
2224,5,22,1,18,1,-1.0,0
2225,8,25,1,13,3,-1.0,0
2226,9,21,0,12,1,-1.0,0
2227,7,24,1,5,2,-1.0,0
2228,6,23,1,20,0,1.0,0
2229,A,19,0,13,2,-1.0,0
2230,5,17,0,14,1,-1.0,0
2231,8,18,0,21,0,1.0,0
2232,2,19,0,7,2,-1.0,0
2233,10,18,0,13,2,-1.0,0
2234,2,22,1,16,1,-1.0,0
2235,A,17,0,10,4,-1.0,0
2236,J,19,0,15,1,-1.0,0
2237,4,24,1,16,2,-1.0,0
2238,J,18,0,12,0,-1.0,1
2239,J,21,0,13,0,-1.0,1
2240,4,24,1,9,2,-1.0,0
2241,A,24,1,12,1,-1.0,0
2242,6,23,1,17,1,-1.0,0
2243,A,25,1,14,1,-1.0,0
2244,4,21,0,12,3,-1.0,0
2245,8,18,0,9,1,-1.0,0
2246,8,23,1,9,2,-1.0,0
2247,8,18,0,11,1,1.0,1
2248,7,17,0,18,2,-1.0,0
2249,9,19,0,17,2,-1.0,0
2250,6,19,0,14,1,-1.0,0
2251,K,18,0,13,3,-1.0,0
2252,K,25,1,16,2,-1.0,0
2253,10,21,0,18,0,-1.0,1
2254,K,21,0,9,0,-1.0,1
2255,2,20,0,18,1,1.0,1
2256,J,21,0,13,4,-1.0,0
2257,9,17,0,11,2,-1.0,0
2258,8,18,0,20,1,-1.0,0
2259,2,23,1,13,1,-1.0,0
2260,Q,18,0,11,2,-1.0,0
2261,6,20,0,16,2,-1.0,0
2262,K,20,0,12,0,-1.0,1
2263,7,19,0,12,1,1.0,1
2264,2,17,0,18,4,-1.0,0
2265,A,21,0,19,0,-1.0,1
2266,10,17,0,19,1,-1.0,0
2267,J,20,0,20,1,-1.0,0
2268,A,18,0,15,1,-1.0,0
2269,2,20,0,15,2,-1.0,0
2270,10,24,1,16,1,-1.0,0
2271,4,25,1,14,1,1.0,1
2272,10,19,0,16,1,-1.0,0
2273,8,17,0,6,2,1.0,1
2274,3,25,1,14,1,-1.0,0
2275,10,20,0,17,1,-1.0,0
2276,6,18,0,19,1,-1.0,0
2277,4,22,1,16,1,-1.0,0
2278,4,21,0,21,0,0.0,0
2279,J,19,0,21,0,1.0,0
2280,10,24,1,18,1,-1.0,0
2281,10,20,0,5,2,-1.0,0
2282,A,19,0,18,1,1.0,1
2283,2,17,0,21,0,1.0,0
2284,4,19,0,10,2,-1.0,0
2285,9,21,0,15,2,0.0,1
2286,9,19,0,17,1,-1.0,0
2287,4,17,0,17,3,-1.0,0
2288,7,21,0,11,1,0.0,1
2289,9,17,0,13,1,1.0,1
2290,7,17,0,7,4,-1.0,0
2291,9,21,0,12,1,-1.0,0
2292,9,19,0,10,1,-1.0,0
2293,K,21,0,17,0,-1.0,1
2294,2,21,0,17,1,-1.0,0
2295,K,21,0,15,0,-1.0,1
2296,2,25,1,19,1,1.0,1
2297,8,18,0,10,2,-1.0,0
2298,6,19,0,13,1,-1.0,0
2299,K,18,0,15,2,-1.0,0
2300,4,23,1,20,1,-1.0,0
2301,8,18,0,15,1,-1.0,0
2302,9,19,0,14,1,-1.0,0
2303,2,18,0,18,2,1.0,1
2304,6,21,0,13,1,-1.0,0
2305,6,21,0,21,0,0.0,0
2306,3,20,0,14,1,-1.0,0
2307,4,24,1,14,2,1.0,1
2308,K,21,0,17,2,0.0,1
2309,7,17,0,21,0,1.0,0
2310,3,22,1,15,2,-1.0,0
2311,Q,20,0,17,2,1.0,1
2312,7,22,1,15,2,-1.0,0
2313,4,19,0,10,2,-1.0,0
2314,4,20,0,15,2,-1.0,0
2315,7,17,0,11,4,-1.0,0
2316,10,20,0,17,1,-1.0,0
2317,Q,17,0,13,2,-1.0,0
2318,K,20,0,13,0,-1.0,1
2319,5,20,0,13,1,-1.0,0
2320,J,26,1,15,2,-1.0,0
2321,2,20,0,10,2,-1.0,0
2322,10,19,0,19,1,-1.0,0
2323,3,19,0,12,3,-1.0,0
2324,9,17,0,18,1,-1.0,0
2325,Q,18,0,13,2,-1.0,0
2326,J,19,0,14,2,1.0,1
2327,3,17,0,13,2,-1.0,0
2328,3,22,1,20,1,-1.0,0
2329,7,18,0,11,3,-1.0,0
2330,10,18,0,12,0,-1.0,1
2331,7,26,1,15,1,-1.0,0
2332,7,21,0,13,2,-1.0,0
2333,7,17,0,17,1,-1.0,0
2334,4,24,1,17,1,-1.0,0
2335,3,24,1,15,1,-1.0,0
2336,J,23,1,19,1,-1.0,0
2337,6,20,0,7,2,-1.0,0
2338,A,23,1,12,1,-1.0,0
2339,4,19,0,11,3,-1.0,0
2340,5,17,0,18,1,-1.0,0
2341,4,26,1,13,2,-1.0,0
2342,A,21,0,14,0,-1.0,1
2343,A,21,0,21,0,0.0,0
2344,7,22,1,19,1,-1.0,0
2345,2,21,0,14,1,-1.0,0
2346,3,19,0,11,3,1.0,1
2347,3,22,1,12,1,-1.0,0
2348,8,26,1,18,1,-1.0,0
2349,6,23,1,15,2,-1.0,0
2350,7,21,0,18,1,-1.0,0
2351,2,22,1,19,1,1.0,1
2352,3,22,1,15,1,-1.0,0
2353,J,20,0,17,1,-1.0,0
2354,4,23,1,21,0,1.0,0
2355,J,22,1,16,1,-1.0,0
2356,6,17,0,13,2,-1.0,0
2357,10,21,0,12,0,-1.0,1
2358,6,23,1,17,1,-1.0,0
2359,4,23,1,13,1,-1.0,0
2360,A,24,1,11,1,1.0,1
2361,K,19,0,15,1,1.0,1
2362,7,20,0,18,2,-1.0,0
2363,6,26,1,13,3,-1.0,0
2364,Q,17,0,14,2,-1.0,0
2365,6,21,0,20,1,-1.0,0
2366,9,19,0,15,1,-1.0,0
2367,Q,21,0,12,2,-1.0,0
2368,2,22,1,18,1,-1.0,0
2369,3,18,0,18,2,-1.0,0
2370,4,25,1,12,2,-1.0,0
2371,8,23,1,19,1,-1.0,0
2372,K,21,0,21,0,0.0,0
2373,2,18,0,16,1,-1.0,0
2374,8,19,0,19,1,-1.0,0
2375,A,17,0,10,2,-1.0,0
2376,3,23,1,21,0,1.0,0
2377,10,20,0,11,1,1.0,1
2378,9,18,0,12,0,-1.0,1
2379,A,21,0,9,0,-1.0,1
2380,6,17,0,6,2,-1.0,0
2381,3,24,1,15,1,-1.0,0
2382,4,22,1,16,4,-1.0,0
2383,J,19,0,13,0,-1.0,1
2384,A,18,0,11,2,-1.0,0
2385,K,20,0,15,1,1.0,1
2386,8,21,0,21,0,0.0,0
2387,2,22,1,9,2,-1.0,0
2388,2,20,0,5,2,1.0,1
2389,Q,22,1,19,1,-1.0,0
2390,4,23,1,15,2,-1.0,0
2391,5,23,1,14,2,1.0,1
2392,9,22,1,17,1,-1.0,0
2393,J,18,0,17,1,-1.0,0
2394,A,21,0,8,0,-1.0,1
2395,J,21,0,17,0,-1.0,1
2396,8,19,0,20,2,-1.0,0
2397,4,20,0,12,4,-1.0,0
2398,K,17,0,20,1,-1.0,0
2399,9,19,0,20,1,-1.0,0
2400,K,17,0,15,2,-1.0,0
2401,4,21,0,20,1,-1.0,0
2402,4,25,1,12,2,-1.0,0
2403,7,24,1,21,0,1.0,0
2404,A,21,0,7,0,-1.0,1
2405,8,21,0,17,1,-1.0,0
2406,7,19,0,15,2,-1.0,0
2407,J,20,0,17,2,1.0,1
2408,9,20,0,20,1,-1.0,0
2409,K,20,0,10,3,-1.0,0
2410,8,23,1,8,3,-1.0,0
2411,10,20,0,14,0,-1.0,1
2412,6,25,1,12,3,-1.0,0
2413,7,20,0,10,3,-1.0,0
2414,4,22,1,18,1,1.0,1
2415,9,19,0,19,3,-1.0,0
2416,J,19,0,14,4,0.0,1
2417,Q,22,1,20,1,-1.0,0
2418,8,21,0,15,1,-1.0,0
2419,2,20,0,17,3,-1.0,0
2420,3,18,0,15,1,-1.0,0
2421,5,24,1,14,3,-1.0,0
2422,7,17,0,17,1,-1.0,0
2423,7,18,0,11,1,1.0,1
2424,2,24,1,20,0,1.0,0
2425,J,20,0,16,1,1.0,1
2426,2,18,0,19,1,1.0,1
2427,7,18,0,12,2,-1.0,0
2428,3,21,0,8,2,-1.0,0
2429,Q,17,0,15,1,-1.0,0
2430,2,19,0,6,2,-1.0,0
2431,J,25,1,14,2,-1.0,0
2432,3,24,1,20,1,-1.0,0
2433,3,23,1,14,2,-1.0,0
2434,10,19,0,14,2,-1.0,0
2435,A,20,0,13,1,-1.0,0
2436,8,18,0,14,3,-1.0,0
2437,A,18,0,16,1,-1.0,0
2438,A,17,0,12,1,-1.0,0
2439,2,23,1,7,3,-1.0,0
2440,10,21,0,10,0,-1.0,1
2441,10,21,0,20,0,-1.0,1
2442,10,20,0,17,1,-1.0,0
2443,10,22,1,20,1,-1.0,0
2444,7,19,0,16,2,-1.0,0
2445,K,21,0,11,3,-1.0,0
2446,10,17,0,19,1,1.0,1
2447,4,24,1,13,2,-1.0,0
2448,2,24,1,19,2,-1.0,0
2449,7,17,0,11,2,-1.0,0
2450,8,22,1,7,2,-1.0,0
2451,4,21,0,13,1,-1.0,0
2452,Q,20,0,13,0,-1.0,1
2453,J,18,0,7,2,-1.0,0
2454,A,21,0,15,0,-1.0,1
2455,7,18,0,14,1,-1.0,0
2456,Q,20,0,13,0,-1.0,1
2457,6,22,1,16,3,1.0,1
2458,9,18,0,10,2,-1.0,0
2459,6,19,0,11,2,-1.0,0
2460,5,23,1,13,2,-1.0,0
2461,J,17,0,12,3,-1.0,0
2462,6,20,0,16,2,-1.0,0
2463,K,22,1,13,1,-1.0,0
2464,9,18,0,14,2,-1.0,0
2465,5,18,0,10,1,1.0,1
2466,10,20,0,12,0,-1.0,1
2467,9,19,0,15,1,-1.0,0
2468,3,17,0,19,1,-1.0,0
2469,9,19,0,18,2,1.0,1
2470,8,21,0,9,2,-1.0,0
2471,A,21,0,14,0,-1.0,1
2472,Q,20,0,20,2,-1.0,0
2473,2,17,0,16,1,-1.0,0
2474,3,17,0,14,1,1.0,1
2475,9,23,1,11,2,1.0,1
2476,9,23,1,16,1,-1.0,0
2477,K,21,0,20,0,-1.0,1
2478,3,20,0,11,1,1.0,1
2479,7,25,1,12,2,-1.0,0
2480,3,20,0,15,1,-1.0,0
2481,A,20,0,15,1,-1.0,0
2482,4,22,1,11,1,1.0,1
2483,K,20,0,20,1,-1.0,0
2484,3,26,1,10,1,1.0,1
2485,3,25,1,20,0,1.0,0
2486,10,25,1,9,2,-1.0,0
2487,4,21,0,16,2,0.0,1
2488,6,17,0,12,1,-1.0,0
2489,9,18,0,12,0,-1.0,1
2490,9,22,1,4,2,-1.0,0
2491,5,26,1,16,2,1.0,1
2492,2,26,1,13,1,1.0,1
2493,J,19,0,13,3,-1.0,0
2494,4,19,0,17,1,1.0,1
2495,9,20,0,16,2,-1.0,0
2496,2,18,0,20,0,1.0,0
2497,7,22,1,14,1,-1.0,0
2498,A,18,0,14,2,-1.0,0
2499,4,18,0,16,1,-1.0,0
2500,9,17,0,10,2,-1.0,0
2501,A,17,0,20,1,1.0,1
2502,2,24,1,12,2,-1.0,0
2503,K,20,0,16,3,-1.0,0
2504,5,25,1,16,2,-1.0,0
2505,A,20,0,8,2,-1.0,0
2506,Q,19,0,12,0,-1.0,1
2507,K,22,1,14,3,-1.0,0
2508,9,17,0,10,2,-1.0,0
2509,3,17,0,15,2,-1.0,0
2510,7,26,1,13,1,-1.0,0
2511,3,18,0,11,1,1.0,1
2512,4,19,0,6,2,-1.0,0
2513,A,18,0,14,1,1.0,1
2514,6,17,0,20,1,-1.0,0
2515,4,17,0,21,0,1.0,0
2516,2,21,0,18,1,-1.0,0
2517,8,18,0,16,1,-1.0,0
2518,K,20,0,10,2,-1.0,0
2519,5,17,0,12,2,-1.0,0
2520,3,19,0,11,1,1.0,1
2521,Q,20,0,17,2,-1.0,0
2522,K,21,0,15,0,-1.0,1
2523,7,22,1,16,1,-1.0,0
2524,9,18,0,13,3,1.0,1
2525,8,19,0,14,1,-1.0,0
2526,Q,21,0,13,0,-1.0,1
2527,6,17,0,17,2,-1.0,0
2528,Q,23,1,12,3,-1.0,0
2529,9,17,0,16,1,-1.0,0
2530,8,18,0,18,2,-1.0,0
2531,Q,21,0,20,0,-1.0,1
2532,10,20,0,13,0,-1.0,1
2533,3,19,0,12,1,1.0,1
2534,10,21,0,16,0,-1.0,1
2535,J,20,0,21,0,1.0,0
2536,J,26,1,12,1,1.0,1
2537,5,24,1,21,0,1.0,0
2538,7,23,1,8,3,-1.0,0
2539,10,21,0,11,2,-1.0,0
2540,6,21,0,20,0,-1.0,1
2541,4,20,0,16,1,-1.0,0
2542,9,19,0,20,1,-1.0,0
2543,J,21,0,13,2,-1.0,0
2544,7,17,0,17,1,-1.0,0
2545,10,20,0,17,1,-1.0,0
2546,4,23,1,14,1,1.0,1
2547,5,22,1,18,1,-1.0,0
2548,5,25,1,11,2,-1.0,0
2549,6,21,0,16,1,-1.0,0
2550,3,22,1,15,1,-1.0,0
2551,10,20,0,11,2,-1.0,0
2552,A,23,1,19,1,-1.0,0
2553,8,17,0,15,1,-1.0,0
2554,10,18,0,16,2,-1.0,0
2555,6,17,0,17,2,1.0,1
2556,Q,23,1,18,1,-1.0,0
2557,4,24,1,15,1,-1.0,0
2558,5,18,0,20,1,-1.0,0
2559,5,23,1,12,2,1.0,1
2560,5,19,0,6,1,1.0,1
2561,K,20,0,5,2,-1.0,0
2562,7,17,0,19,2,-1.0,0
2563,J,21,0,16,1,-1.0,0
2564,A,17,0,9,2,-1.0,0
2565,10,18,0,17,1,-1.0,0
2566,5,18,0,6,2,-1.0,0
2567,4,24,1,12,2,-1.0,0
2568,Q,23,1,14,2,-1.0,0
2569,K,19,0,20,1,-1.0,0
2570,K,19,0,16,1,-1.0,0
2571,8,18,0,11,3,-1.0,0
2572,K,20,0,12,2,-1.0,0
2573,10,26,1,11,2,-1.0,0
2574,4,23,1,14,3,-1.0,0
2575,4,24,1,14,1,-1.0,0
2576,5,22,1,12,1,1.0,1
2577,5,22,1,11,2,-1.0,0
2578,10,17,0,17,2,1.0,1
2579,7,17,0,6,2,1.0,1
2580,9,17,0,16,4,-1.0,0
2581,3,20,0,9,2,-1.0,0
2582,2,21,0,15,2,-1.0,0
2583,2,20,0,13,2,-1.0,0
2584,K,22,1,18,1,1.0,1
2585,6,17,0,20,1,-1.0,0
2586,Q,20,0,17,1,-1.0,0
2587,7,24,1,19,1,-1.0,0
2588,9,26,1,13,3,-1.0,0
2589,8,17,0,14,1,-1.0,0
2590,2,21,0,16,1,-1.0,0
2591,A,20,0,18,1,-1.0,0
2592,A,21,0,13,0,-1.0,1
2593,10,20,0,7,4,-1.0,0
2594,5,20,0,16,4,-1.0,0
2595,2,23,1,6,3,-1.0,0
2596,8,21,0,21,0,0.0,0
2597,5,22,1,13,2,1.0,1
2598,J,23,1,6,4,1.0,1
2599,7,18,0,21,0,1.0,0
2600,3,17,0,15,1,-1.0,0
2601,10,20,0,15,1,-1.0,0
2602,K,17,0,20,1,-1.0,0
2603,J,20,0,13,1,-1.0,0
2604,7,20,0,14,1,-1.0,0
2605,7,21,0,13,1,-1.0,0
2606,A,19,0,17,1,-1.0,0
2607,4,17,0,9,1,1.0,1
2608,J,23,1,10,3,-1.0,0
2609,8,18,0,7,2,-1.0,0
2610,10,17,0,15,1,-1.0,0
2611,K,21,0,13,0,-1.0,1
2612,6,23,1,12,1,-1.0,0
2613,J,22,1,9,2,-1.0,0
2614,J,20,0,11,1,1.0,1
2615,7,18,0,9,2,-1.0,0
2616,A,20,0,5,1,-1.0,0
2617,8,22,1,13,1,1.0,1
2618,9,19,0,14,2,-1.0,0
2619,Q,17,0,14,1,-1.0,0
2620,9,23,1,20,1,-1.0,0
2621,2,22,1,15,2,-1.0,0
2622,5,20,0,17,1,-1.0,0
2623,K,22,1,17,1,-1.0,0
2624,9,20,0,15,1,1.0,1
2625,K,21,0,8,4,0.0,1
2626,Q,20,0,14,0,-1.0,1
2627,7,21,0,15,2,-1.0,0
2628,Q,21,0,16,0,-1.0,1
2629,4,18,0,16,1,-1.0,0
2630,4,22,1,18,2,-1.0,0
2631,K,24,1,17,3,-1.0,0
2632,10,25,1,14,1,-1.0,0
2633,10,24,1,18,1,-1.0,0
2634,3,17,0,12,1,-1.0,0
2635,2,20,0,8,1,1.0,1
2636,2,23,1,19,1,1.0,1
2637,2,22,1,21,0,1.0,0
2638,10,24,1,10,1,1.0,1
2639,10,24,1,21,0,1.0,0
2640,K,20,0,6,2,-1.0,0
2641,3,22,1,19,1,-1.0,0
2642,6,26,1,18,3,-1.0,0
2643,4,24,1,14,2,1.0,1
2644,J,18,0,19,1,-1.0,0
2645,10,20,0,19,1,-1.0,0
2646,A,21,0,17,0,-1.0,1
2647,8,20,0,15,2,-1.0,0
2648,5,20,0,7,2,-1.0,0
2649,5,21,0,6,2,-1.0,0
2650,J,20,0,4,2,-1.0,0
2651,7,18,0,4,3,-1.0,0
2652,9,19,0,21,0,1.0,0
2653,9,19,0,15,2,-1.0,0
2654,5,18,0,16,1,-1.0,0
2655,J,20,0,12,0,-1.0,1
2656,J,19,0,12,1,1.0,1
2657,3,23,1,6,1,1.0,1
2658,A,17,0,11,2,-1.0,0
2659,6,21,0,18,1,0.0,1
2660,K,17,0,19,1,-1.0,0
2661,10,19,0,13,0,-1.0,1
2662,9,18,0,21,0,1.0,0
2663,7,26,1,21,0,1.0,0
2664,9,19,0,14,1,-1.0,0
2665,9,18,0,20,1,1.0,1
2666,J,20,0,12,0,-1.0,1
2667,J,20,0,8,1,-1.0,0
2668,2,19,0,16,1,-1.0,0
2669,2,24,1,18,1,-1.0,0
2670,J,19,0,16,1,1.0,1
2671,4,24,1,13,3,-1.0,0
2672,7,18,0,15,1,1.0,1
2673,A,18,0,12,1,-1.0,0
2674,A,20,0,8,3,1.0,1
2675,3,23,1,14,2,-1.0,0
2676,2,22,1,17,2,1.0,1
2677,3,18,0,17,1,-1.0,0
2678,Q,20,0,16,1,-1.0,0
2679,6,23,1,13,2,-1.0,0
2680,4,24,1,14,2,1.0,1
2681,10,20,0,14,0,-1.0,1
2682,J,24,1,8,3,-1.0,0
2683,4,18,0,7,2,-1.0,0
2684,Q,23,1,12,2,-1.0,0
2685,J,22,1,15,1,-1.0,0
2686,3,24,1,16,1,-1.0,0
2687,9,19,0,13,0,-1.0,1
2688,7,17,0,13,1,-1.0,0
2689,2,17,0,17,1,-1.0,0
2690,4,24,1,14,2,1.0,1
2691,K,17,0,13,2,-1.0,0
2692,9,18,0,11,1,1.0,1
2693,5,23,1,12,2,-1.0,0
2694,2,22,1,17,2,-1.0,0
2695,K,19,0,14,3,-1.0,0
2696,K,22,1,14,1,-1.0,0
2697,4,24,1,20,1,-1.0,0
2698,5,25,1,14,2,-1.0,0
2699,3,26,1,21,0,1.0,0
2700,6,22,1,15,1,-1.0,0
2701,4,22,1,15,1,-1.0,0
2702,K,21,0,13,0,-1.0,1
2703,Q,21,0,20,1,-1.0,0
2704,6,22,1,20,1,-1.0,0
2705,K,22,1,13,4,1.0,1
2706,3,22,1,16,2,-1.0,0
2707,A,21,0,14,0,-1.0,1
2708,2,22,1,12,1,1.0,1
2709,7,17,0,19,1,-1.0,0
2710,Q,24,1,16,1,-1.0,0
2711,5,20,0,8,3,-1.0,0
2712,6,17,0,14,1,-1.0,0
2713,A,19,0,14,3,-1.0,0
2714,6,20,0,16,1,-1.0,0
2715,7,23,1,14,1,-1.0,0
2716,10,21,0,18,0,-1.0,1
2717,A,20,0,16,1,1.0,1
2718,J,17,0,18,3,-1.0,0
2719,8,18,0,18,3,-1.0,0
2720,8,19,0,12,1,-1.0,0
2721,6,22,1,21,0,1.0,0
2722,9,18,0,17,1,-1.0,0
2723,5,21,0,13,1,-1.0,0
2724,Q,20,0,18,1,-1.0,0
2725,J,23,1,16,1,-1.0,0
2726,5,26,1,15,1,-1.0,0
2727,4,20,0,20,1,-1.0,0
2728,A,21,0,13,4,-1.0,0
2729,10,19,0,15,1,-1.0,0
2730,K,19,0,14,1,-1.0,0
2731,3,20,0,17,3,-1.0,0
2732,J,19,0,17,2,-1.0,0
2733,A,21,0,15,0,-1.0,1
2734,Q,19,0,20,1,-1.0,0
2735,Q,18,0,19,2,-1.0,0
2736,Q,21,0,10,0,-1.0,1
2737,2,21,0,20,1,-1.0,0
2738,6,23,1,12,2,1.0,1
2739,7,20,0,19,3,1.0,1
2740,8,18,0,15,1,-1.0,0
2741,6,17,0,15,1,-1.0,0
2742,9,19,0,20,1,-1.0,0
2743,10,21,0,14,0,-1.0,1
2744,J,19,0,20,1,-1.0,0
2745,6,17,0,17,1,-1.0,0
2746,9,24,1,12,3,-1.0,0
2747,K,19,0,17,1,-1.0,0
2748,10,17,0,15,2,-1.0,0
2749,5,23,1,18,3,-1.0,0
2750,7,19,0,11,1,1.0,1
2751,A,20,0,14,3,-1.0,0
2752,7,26,1,12,2,-1.0,0
2753,10,17,0,21,0,1.0,0
2754,10,21,0,12,0,-1.0,1
2755,K,20,0,15,1,-1.0,0
2756,7,17,0,12,1,-1.0,0
2757,10,17,0,14,2,1.0,1
2758,8,19,0,10,2,-1.0,0
2759,9,22,1,15,2,-1.0,0
2760,2,23,1,16,2,-1.0,0
2761,6,23,1,17,1,1.0,1
2762,Q,20,0,21,0,1.0,0
2763,6,23,1,14,2,-1.0,0
2764,7,17,0,12,1,-1.0,0
2765,A,21,0,20,0,-1.0,1
2766,3,21,0,18,1,-1.0,0
2767,Q,20,0,18,2,-1.0,0
2768,7,17,0,15,2,-1.0,0
2769,9,23,1,19,2,-1.0,0
2770,8,22,1,10,2,-1.0,0
2771,3,22,1,20,1,-1.0,0
2772,6,22,1,17,2,-1.0,0
2773,5,18,0,15,1,-1.0,0
2774,4,20,0,17,1,-1.0,0
2775,2,19,0,10,2,1.0,1
2776,3,17,0,14,4,-1.0,0
2777,A,22,1,20,1,-1.0,0
2778,6,24,1,13,1,-1.0,0
2779,3,23,1,11,1,1.0,1
2780,9,21,0,16,2,-1.0,0
2781,K,20,0,13,2,1.0,1
2782,Q,20,0,13,0,-1.0,1
2783,A,18,0,11,1,1.0,1
2784,2,18,0,16,1,-1.0,0
2785,5,23,1,17,2,-1.0,0
2786,3,18,0,12,1,1.0,1
2787,5,19,0,20,0,1.0,0
2788,A,20,0,21,0,1.0,0
2789,5,19,0,15,1,-1.0,0
2790,J,22,1,16,2,-1.0,0
2791,3,25,1,14,2,-1.0,0
2792,9,19,0,7,2,-1.0,0
2793,2,18,0,9,2,-1.0,0
2794,5,20,0,11,1,1.0,1
2795,A,21,0,17,0,-1.0,1
2796,10,17,0,14,1,-1.0,0
2797,6,17,0,18,3,-1.0,0
2798,K,17,0,7,2,-1.0,0
2799,Q,19,0,19,1,-1.0,0
2800,4,24,1,13,1,-1.0,0
2801,Q,19,0,21,0,1.0,0
2802,J,18,0,11,1,1.0,1
2803,6,21,0,12,2,-1.0,0
2804,5,19,0,9,3,-1.0,0
2805,10,23,1,13,2,-1.0,0
2806,3,19,0,20,1,-1.0,0
2807,10,17,0,17,3,-1.0,0
2808,9,20,0,4,2,-1.0,0
2809,8,18,0,8,2,-1.0,0
2810,4,18,0,19,3,-1.0,0
2811,K,20,0,16,1,-1.0,0
2812,4,22,1,14,2,-1.0,0
2813,6,17,0,14,2,-1.0,0
2814,K,21,0,4,0,-1.0,1
2815,8,18,0,15,1,-1.0,0
2816,4,17,0,19,1,-1.0,0
2817,8,19,0,14,1,-1.0,0
2818,10,20,0,11,2,-1.0,0
2819,A,21,0,15,0,-1.0,1
2820,10,20,0,15,1,-1.0,0
2821,2,17,0,9,2,-1.0,0
2822,Q,18,0,16,4,-1.0,0
2823,K,18,0,20,1,-1.0,0
2824,2,25,1,21,0,1.0,0
2825,10,21,0,17,0,-1.0,1
2826,K,20,0,5,3,-1.0,0
2827,3,19,0,19,2,-1.0,0
2828,J,21,0,18,0,-1.0,1
2829,3,18,0,7,3,-1.0,0
2830,2,23,1,15,1,-1.0,0
2831,J,20,0,15,2,1.0,1
2832,K,24,1,21,0,1.0,0
2833,9,17,0,20,1,-1.0,0
2834,9,20,0,20,1,-1.0,0
2835,5,25,1,19,1,-1.0,0
2836,9,20,0,15,1,-1.0,0
2837,9,19,0,8,3,-1.0,0
2838,3,17,0,15,1,1.0,1
2839,A,17,0,20,1,-1.0,0
2840,K,18,0,16,2,-1.0,0
2841,K,21,0,13,0,-1.0,1
2842,10,25,1,17,1,-1.0,0
2843,2,24,1,16,1,-1.0,0
2844,4,17,0,5,3,-1.0,0
2845,2,21,0,14,1,-1.0,0
2846,Q,23,1,13,1,-1.0,0
2847,9,20,0,17,1,1.0,1
2848,8,18,0,19,1,-1.0,0
2849,J,21,0,13,0,-1.0,1
2850,J,20,0,16,1,-1.0,0
2851,8,18,0,10,1,1.0,1
