,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,,Epoc Number,20,30,40,50,200
37120,J,22,1,11,1,1,1,,,,,,,
37121,7,18,0,15,0,-1,1,,,,,,,
37122,A,26,1,19,3,-1,0,,,,,,,
37123,5,22,1,19,1,1,1,,,,,,,
37124,10,20,0,13,0,-1,1,,,,,,,
37125,9,20,0,20,1,-1,0,,,,,,,
37126,9,19,0,16,0,-1,1,,,,,,,
37127,5,19,0,16,2,-1,0,,,,,,,
37128,3,22,1,13,2,1,1,,,,,,,
37129,2,22,1,11,1,1,1,,,,,,,
37130,4,24,1,17,3,-1,0,,,,,,,
37131,5,26,1,14,1,-1,0,,,,,,,
37132,A,21,0,21,0,0,0,,,,,,,
37133,A,19,0,14,0,-1,1,,,,,,,
37134,9,21,0,19,2,-1,0,,,,,,,
37135,Q,20,0,20,1,-1,0,,,,,,,
37136,5,19,0,15,1,-1,0,,,,,,,
37137,Q,21,0,8,0,-1,1,,,,,,,
37138,5,25,1,17,1,-1,0,,,,,,,
37139,2,23,1,5,2,-1,0,,,,,,,
37140,K,18,0,14,0,-1,1,,,,,,,
37141,A,21,0,15,0,-1,1,,,,,,,
37142,2,22,1,12,1,1,1,,,,,,,
37143,Q,19,0,13,0,-1,1,,,,,,,
37144,6,18,0,16,1,-1,0,,,,,,,
37145,K,22,1,18,2,-1,0,,,,,,,
37146,6,25,1,20,1,-1,0,,,,,,,
37147,3,24,1,12,2,1,1,,,,,,,
37148,8,18,0,11,1,1,1,,,,,,,
37149,7,17,0,7,1,-1,0,,,,,,,
37150,2,20,0,18,1,-1,0,,,,,,,
37151,6,19,0,17,1,-1,0,,,,,,,
37152,9,25,1,13,1,-1,0,,,,,,,
37153,K,22,1,15,1,-1,0,,,,,,,
37154,6,25,1,14,0,1,0,,,,,,,
37155,6,26,1,15,2,-1,0,,,,,,,
37156,8,17,0,19,1,-1,0,,,,,,,
37157,K,18,0,17,3,-1,0,,,,,,,
37158,J,25,1,10,2,-1,0,,,,,,,
37159,9,20,0,9,2,-1,0,,,,,,,
37160,10,20,0,21,0,1,0,,,,,,,
37161,K,20,0,19,0,-1,1,,,,,,,
37162,A,21,0,20,1,-1,0,,,,,,,
37163,9,25,1,15,1,-1,0,,,,,,,
37164,9,18,0,14,0,-1,1,,,,,,,
37165,4,25,1,17,2,-1,0,,,,,,,
37166,9,25,1,15,1,-1,0,,,,,,,
37167,7,17,0,8,4,-1,0,,,,,,,
37168,A,20,0,7,1,-1,0,,,,,,,
37169,J,19,0,20,1,-1,0,,,,,,,
37170,K,19,0,20,1,-1,0,,,,,,,
37171,9,20,0,15,0,-1,1,,,,,,,
37172,10,19,0,19,1,-1,0,,,,,,,
37173,5,18,0,17,1,-1,0,,,,,,,
37174,6,21,0,20,0,-1,1,,,,,,,
37175,10,20,0,20,1,1,1,,,,,,,
37176,7,17,0,17,1,-1,0,,,,,,,
37177,3,19,0,19,0,0,0,,,,,,,
37178,7,17,0,8,3,-1,0,,,,,,,
37179,9,18,0,10,3,-1,0,,,,,,,
37180,8,18,0,15,0,-1,1,,,,,,,
37181,J,20,0,16,0,-1,1,,,,,,,
37182,K,24,1,19,1,-1,0,,,,,,,
37183,5,26,1,21,0,1,0,,,,,,,
37184,9,26,1,14,0,1,0,,,,,,,
37185,A,17,0,13,1,1,1,,,,,,,
37186,J,18,0,20,2,-1,0,,,,,,,
37187,8,20,0,19,1,-1,0,,,,,,,
37188,2,19,0,15,1,-1,0,,,,,,,
37189,2,20,0,12,2,-1,0,,,,,,,
37190,2,17,0,15,1,-1,0,,,,,,,
37191,8,18,0,20,1,-1,0,,,,,,,
37192,7,17,0,14,0,-1,1,,,,,,,
37193,K,17,0,14,1,1,1,,,,,,,
37194,A,18,0,11,1,1,1,,,,,,,
37195,A,21,0,15,0,-1,1,,,,,,,
37196,5,25,1,14,1,1,1,,,,,,,
37197,7,18,0,7,4,-1,0,,,,,,,
37198,J,19,0,12,2,-1,0,,,,,,,
37199,Q,22,1,9,2,-1,0,,,,,,,
37200,A,25,1,14,1,-1,0,,,,,,,
37201,7,23,1,18,1,-1,0,,,,,,,
37202,5,20,0,13,4,-1,0,,,,,,,
37203,9,17,0,20,1,-1,0,,,,,,,
37204,2,20,0,11,4,-1,0,,,,,,,
37205,3,20,0,13,1,-1,0,,,,,,,
37206,7,18,0,16,0,-1,1,,,,,,,
37207,Q,21,0,7,3,-1,0,,,,,,,
37208,J,20,0,16,0,-1,1,,,,,,,
37209,5,25,1,18,1,1,1,,,,,,,
37210,9,19,0,19,2,-1,0,,,,,,,
37211,5,18,0,14,2,-1,0,,,,,,,
37212,J,20,0,15,0,-1,1,,,,,,,
37213,3,21,0,14,2,-1,0,,,,,,,
37214,5,19,0,19,1,-1,0,,,,,,,
37215,8,22,1,13,1,-1,0,,,,,,,
37216,4,21,0,11,2,-1,0,,,,,,,
37217,7,22,1,13,1,-1,0,,,,,,,
37218,5,18,0,15,1,-1,0,,,,,,,
37219,7,24,1,16,1,-1,0,,,,,,,
37220,A,18,0,14,0,-1,1,,,,,,,
37221,5,18,0,21,0,1,0,,,,,,,
37222,7,21,0,12,1,-1,0,,,,,,,
37223,Q,20,0,10,2,-1,0,,,,,,,
37224,4,17,0,14,3,-1,0,,,,,,,
37225,K,21,0,13,0,-1,1,,,,,,,
37226,K,20,0,18,0,-1,1,,,,,,,
37227,J,19,0,21,0,1,0,,,,,,,
37228,J,19,0,20,1,-1,0,,,,,,,
37229,7,18,0,7,2,1,1,,,,,,,
37230,5,24,1,6,4,-1,0,,,,,,,
37231,4,19,0,19,2,-1,0,,,,,,,
37232,J,20,0,14,0,-1,1,,,,,,,
37233,4,18,0,11,1,1,1,,,,,,,
37234,8,18,0,4,1,-1,0,,,,,,,
37235,4,25,1,16,1,-1,0,,,,,,,
37236,K,18,0,18,1,-1,0,,,,,,,
37237,10,17,0,14,3,-1,0,,,,,,,
37238,6,20,0,17,1,-1,0,,,,,,,
37239,4,21,0,16,2,-1,0,,,,,,,
37240,2,19,0,11,1,1,1,,,,,,,
37241,6,26,1,15,1,-1,0,,,,,,,
37242,6,23,1,18,2,1,1,,,,,,,
37243,5,20,0,13,1,-1,0,,,,,,,
37244,5,23,1,13,1,1,1,,,,,,,
37245,9,19,0,9,2,1,1,,,,,,,
37246,7,18,0,14,0,-1,1,,,,,,,
37247,9,17,0,21,0,1,0,,,,,,,
37248,K,21,0,14,0,-1,1,,,,,,,
37249,8,25,1,13,0,1,0,,,,,,,
37250,A,18,0,13,1,-1,0,,,,,,,
37251,J,18,0,13,0,-1,1,,,,,,,
37252,9,19,0,12,0,-1,1,,,,,,,
37253,7,19,0,11,2,-1,0,,,,,,,
37254,2,19,0,20,0,1,0,,,,,,,
37255,K,21,0,18,0,-1,1,,,,,,,
37256,7,17,0,15,0,-1,1,,,,,,,
37257,6,24,1,13,1,-1,0,,,,,,,
37258,10,22,1,16,2,1,1,,,,,,,
37259,3,17,0,13,1,1,1,,,,,,,
37260,J,17,0,20,1,-1,0,,,,,,,
37261,A,17,0,5,1,-1,0,,,,,,,
37262,9,26,1,20,1,1,1,,,,,,,
37263,A,21,0,14,0,-1,1,,,,,,,
37264,8,20,0,20,1,-1,0,,,,,,,
37265,K,20,0,14,2,-1,0,,,,,,,
37266,9,22,1,17,3,-1,0,,,,,,,
37267,2,22,1,13,1,1,1,,,,,,,
37268,2,25,1,13,1,-1,0,,,,,,,
37269,6,21,0,20,1,-1,0,,,,,,,
37270,5,21,0,21,0,0,0,,,,,,,
37271,9,22,1,14,3,-1,0,,,,,,,
37272,8,19,0,20,1,-1,0,,,,,,,
37273,6,22,1,18,2,-1,0,,,,,,,
37274,6,23,1,16,1,-1,0,,,,,,,
37275,8,18,0,12,0,-1,1,,,,,,,
37276,9,21,0,12,1,-1,0,,,,,,,
37277,3,20,0,12,1,-1,0,,,,,,,
37278,9,26,1,20,1,-1,0,,,,,,,
37279,8,19,0,16,0,-1,1,,,,,,,
37280,4,18,0,16,1,-1,0,,,,,,,
37281,6,24,1,5,2,1,1,,,,,,,
37282,4,21,0,12,3,-1,0,,,,,,,
37283,8,18,0,12,3,-1,0,,,,,,,
37284,8,18,0,14,0,-1,1,,,,,,,
37285,6,20,0,14,0,-1,1,,,,,,,
37286,7,24,1,20,1,-1,0,,,,,,,
37287,8,18,0,17,1,-1,0,,,,,,,
37288,4,19,0,7,1,-1,0,,,,,,,
37289,3,17,0,14,1,-1,0,,,,,,,
37290,6,21,0,7,2,-1,0,,,,,,,
37291,J,23,1,16,4,-1,0,,,,,,,
37292,5,25,1,17,1,-1,0,,,,,,,
37293,4,20,0,20,1,-1,0,,,,,,,
37294,6,17,0,7,2,-1,0,,,,,,,
37295,7,17,0,16,1,-1,0,,,,,,,
37296,Q,21,0,13,0,-1,1,,,,,,,
37297,8,23,1,13,1,-1,0,,,,,,,
37298,8,18,0,12,0,-1,1,,,,,,,
37299,6,24,1,14,0,1,0,,,,,,,
37300,5,22,1,17,3,-1,0,,,,,,,
37301,3,17,0,14,1,-1,0,,,,,,,
37302,K,20,0,16,0,-1,1,,,,,,,
37303,K,24,1,14,3,-1,0,,,,,,,
37304,4,19,0,16,1,-1,0,,,,,,,
37305,2,18,0,11,2,-1,0,,,,,,,
37306,J,19,0,17,0,-1,1,,,,,,,
37307,3,19,0,12,2,-1,0,,,,,,,
37308,7,22,1,21,0,1,0,,,,,,,
37309,5,25,1,14,1,-1,0,,,,,,,
37310,3,25,1,16,1,-1,0,,,,,,,
37311,A,20,0,20,1,-1,0,,,,,,,
37312,J,17,0,8,2,1,1,,,,,,,
37313,10,26,1,17,1,-1,0,,,,,,,
37314,2,20,0,18,1,-1,0,,,,,,,
37315,A,20,0,19,0,-1,1,,,,,,,
37316,Q,24,1,10,2,-1,0,,,,,,,
37317,K,23,1,16,1,-1,0,,,,,,,
37318,5,17,0,8,1,1,1,,,,,,,
37319,8,18,0,14,0,-1,1,,,,,,,
37320,5,23,1,10,3,-1,0,,,,,,,
37321,3,24,1,11,1,1,1,,,,,,,
37322,5,18,0,13,0,-1,1,,,,,,,
37323,7,20,0,6,4,-1,0,,,,,,,
37324,A,18,0,16,0,-1,1,,,,,,,
37325,7,17,0,19,1,-1,0,,,,,,,
37326,2,17,0,4,3,-1,0,,,,,,,
37327,4,23,1,19,1,1,1,,,,,,,
37328,A,20,0,12,3,-1,0,,,,,,,
37329,3,25,1,8,2,1,1,,,,,,,
37330,8,22,1,10,2,-1,0,,,,,,,
37331,Q,18,0,16,0,-1,1,,,,,,,
37332,2,19,0,12,2,-1,0,,,,,,,
37333,9,25,1,11,3,-1,0,,,,,,,
37334,3,26,1,20,0,1,0,,,,,,,
37335,8,18,0,16,0,-1,1,,,,,,,
37336,10,20,0,17,2,-1,0,,,,,,,
37337,5,25,1,18,1,-1,0,,,,,,,
37338,10,20,0,7,1,-1,0,,,,,,,
37339,2,22,1,20,1,-1,0,,,,,,,
37340,9,19,0,19,1,-1,0,,,,,,,
37341,8,17,0,16,1,-1,0,,,,,,,
37342,8,21,0,13,2,-1,0,,,,,,,
37343,10,22,1,9,2,-1,0,,,,,,,
37344,K,20,0,19,0,-1,1,,,,,,,
37345,10,24,1,17,2,-1,0,,,,,,,
37346,6,25,1,17,2,-1,0,,,,,,,
37347,2,22,1,12,4,-1,0,,,,,,,
37348,4,23,1,16,1,-1,0,,,,,,,
37349,2,21,0,12,1,-1,0,,,,,,,
37350,2,18,0,9,3,-1,0,,,,,,,
37351,7,19,0,20,1,-1,0,,,,,,,
37352,6,25,1,12,0,1,0,,,,,,,
37353,6,18,0,21,0,1,0,,,,,,,
37354,3,23,1,7,1,1,1,,,,,,,
37355,6,20,0,14,2,-1,0,,,,,,,
37356,10,20,0,14,0,-1,1,,,,,,,
37357,9,21,0,14,1,-1,0,,,,,,,
37358,8,24,1,12,0,1,0,,,,,,,
37359,10,18,0,20,1,-1,0,,,,,,,
37360,3,17,0,15,4,-1,0,,,,,,,
37361,8,18,0,19,2,-1,0,,,,,,,
37362,3,20,0,19,0,-1,1,,,,,,,
37363,9,18,0,20,1,-1,0,,,,,,,
37364,5,19,0,16,1,-1,0,,,,,,,
37365,K,20,0,6,2,-1,0,,,,,,,
37366,K,26,1,8,1,1,1,,,,,,,
37367,8,18,0,19,2,-1,0,,,,,,,
37368,A,17,0,15,0,-1,1,,,,,,,
37369,K,21,0,21,0,0,0,,,,,,,
37370,7,17,0,15,0,-1,1,,,,,,,
37371,10,20,0,8,1,-1,0,,,,,,,
37372,5,22,1,13,1,-1,0,,,,,,,
37373,K,20,0,17,0,-1,1,,,,,,,
37374,6,25,1,20,1,1,1,,,,,,,
37375,8,19,0,17,1,-1,0,,,,,,,
37376,7,17,0,15,0,-1,1,,,,,,,
37377,7,19,0,17,2,-1,0,,,,,,,
37378,7,17,0,10,1,-1,0,,,,,,,
37379,2,25,1,11,2,-1,0,,,,,,,
37380,3,19,0,18,1,-1,0,,,,,,,
37381,4,20,0,15,2,-1,0,,,,,,,
37382,J,20,0,13,0,-1,1,,,,,,,
37383,5,19,0,9,2,-1,0,,,,,,,
37384,K,21,0,21,0,0,0,,,,,,,
37385,7,17,0,15,0,-1,1,,,,,,,
37386,Q,17,0,16,2,-1,0,,,,,,,
37387,8,19,0,18,1,-1,0,,,,,,,
37388,A,18,0,19,2,-1,0,,,,,,,
37389,9,25,1,18,3,-1,0,,,,,,,
37390,8,23,1,7,2,-1,0,,,,,,,
37391,5,23,1,14,2,-1,0,,,,,,,
37392,Q,24,1,17,2,-1,0,,,,,,,
37393,6,20,0,11,2,-1,0,,,,,,,
37394,10,20,0,13,0,-1,1,,,,,,,
37395,A,21,0,12,0,-1,1,,,,,,,
37396,K,17,0,12,0,-1,1,,,,,,,
37397,Q,20,0,13,0,-1,1,,,,,,,
37398,K,18,0,20,1,-1,0,,,,,,,
37399,7,26,1,18,1,-1,0,,,,,,,
37400,Q,20,0,15,0,-1,1,,,,,,,
37401,J,20,0,19,0,-1,1,,,,,,,
37402,5,26,1,13,1,-1,0,,,,,,,
37403,6,25,1,7,2,-1,0,,,,,,,
37404,4,17,0,15,1,-1,0,,,,,,,
37405,6,19,0,16,1,-1,0,,,,,,,
37406,9,19,0,20,1,-1,0,,,,,,,
37407,10,20,0,18,0,-1,1,,,,,,,
37408,5,17,0,18,0,1,0,,,,,,,
37409,A,21,0,9,0,-1,1,,,,,,,
37410,7,25,1,18,2,-1,0,,,,,,,
37411,8,17,0,15,0,-1,1,,,,,,,
37412,4,18,0,18,1,-1,0,,,,,,,
37413,9,17,0,17,3,-1,0,,,,,,,
37414,9,19,0,10,1,-1,0,,,,,,,
37415,10,20,0,20,1,-1,0,,,,,,,
37416,A,19,0,12,0,-1,1,,,,,,,
37417,K,20,0,18,0,-1,1,,,,,,,
37418,6,26,1,18,1,-1,0,,,,,,,
37419,4,26,1,20,1,-1,0,,,,,,,
37420,9,25,1,11,1,1,1,,,,,,,
37421,K,18,0,17,1,-1,0,,,,,,,
37422,3,22,1,11,1,1,1,,,,,,,
37423,8,17,0,19,2,-1,0,,,,,,,
37424,4,21,0,14,1,-1,0,,,,,,,
37425,7,20,0,4,2,-1,0,,,,,,,
37426,K,17,0,13,0,-1,1,,,,,,,
37427,A,19,0,13,0,-1,1,,,,,,,
37428,J,20,0,11,1,-1,0,,,,,,,
37429,Q,17,0,11,2,-1,0,,,,,,,
37430,2,18,0,14,1,-1,0,,,,,,,
37431,3,23,1,12,1,-1,0,,,,,,,
37432,9,19,0,9,3,-1,0,,,,,,,
37433,7,17,0,15,0,-1,1,,,,,,,
37434,5,21,0,12,1,0,1,,,,,,,
37435,8,21,0,14,2,-1,0,,,,,,,
37436,K,23,1,16,2,-1,0,,,,,,,
37437,9,21,0,20,1,-1,0,,,,,,,
37438,8,18,0,11,1,-1,0,,,,,,,
37439,10,19,0,11,2,-1,0,,,,,,,
37440,9,19,0,16,0,-1,1,,,,,,,
37441,K,19,0,16,1,-1,0,,,,,,,
37442,9,26,1,14,1,-1,0,,,,,,,
37443,A,21,0,17,0,-1,1,,,,,,,
37444,7,17,0,15,0,-1,1,,,,,,,
37445,2,18,0,17,1,1,1,,,,,,,
37446,7,24,1,21,0,1,0,,,,,,,
37447,2,21,0,16,3,-1,0,,,,,,,
37448,10,18,0,12,0,-1,1,,,,,,,
37449,10,20,0,18,0,-1,1,,,,,,,
37450,J,24,1,20,1,-1,0,,,,,,,
37451,4,18,0,15,1,-1,0,,,,,,,
37452,J,26,1,4,2,1,1,,,,,,,
37453,K,18,0,18,1,-1,0,,,,,,,
37454,3,17,0,12,3,-1,0,,,,,,,
37455,10,24,1,19,1,-1,0,,,,,,,
37456,2,18,0,14,1,1,1,,,,,,,
37457,Q,21,0,10,0,-1,1,,,,,,,
37458,9,26,1,4,3,-1,0,,,,,,,
37459,3,19,0,21,0,1,0,,,,,,,
37460,Q,20,0,15,2,1,1,,,,,,,
37461,6,26,1,18,1,-1,0,,,,,,,
37462,8,18,0,12,0,-1,1,,,,,,,
37463,9,21,0,9,3,0,1,,,,,,,
37464,5,23,1,17,2,-1,0,,,,,,,
37465,6,26,1,16,1,-1,0,,,,,,,
37466,2,25,1,16,0,1,0,,,,,,,
37467,3,17,0,9,1,1,1,,,,,,,
37468,10,20,0,6,1,-1,0,,,,,,,
37469,Q,20,0,14,0,-1,1,,,,,,,
37470,4,21,0,17,1,-1,0,,,,,,,
37471,J,17,0,19,1,-1,0,,,,,,,
37472,K,21,0,14,0,-1,1,,,,,,,
37473,10,18,0,15,0,-1,1,,,,,,,
37474,K,22,1,12,2,-1,0,,,,,,,
37475,3,18,0,10,1,1,1,,,,,,,
37476,4,24,1,15,2,1,1,,,,,,,
37477,9,19,0,12,0,-1,1,,,,,,,
37478,4,24,1,9,2,-1,0,,,,,,,
37479,3,23,1,20,1,-1,0,,,,,,,
37480,4,24,1,9,2,-1,0,,,,,,,
37481,K,18,0,11,2,-1,0,,,,,,,
37482,5,23,1,15,1,1,1,,,,,,,
37483,9,23,1,15,2,-1,0,,,,,,,
37484,4,19,0,15,1,-1,0,,,,,,,
37485,6,21,0,15,2,-1,0,,,,,,,
37486,2,19,0,13,2,-1,0,,,,,,,
37487,6,18,0,6,2,-1,0,,,,,,,
37488,8,24,1,9,2,-1,0,,,,,,,
37489,Q,17,0,9,2,-1,0,,,,,,,
37490,3,20,0,17,1,-1,0,,,,,,,
37491,10,26,1,14,0,1,0,,,,,,,
37492,J,18,0,4,1,-1,0,,,,,,,
37493,K,20,0,13,0,-1,1,,,,,,,
37494,5,19,0,20,1,-1,0,,,,,,,
37495,K,20,0,19,0,-1,1,,,,,,,
37496,6,20,0,17,1,-1,0,,,,,,,
37497,A,18,0,17,4,1,1,,,,,,,
37498,6,20,0,14,1,-1,0,,,,,,,
37499,9,22,1,12,1,-1,0,,,,,,,
37500,6,21,0,15,2,-1,0,,,,,,,
37501,K,22,1,15,1,-1,0,,,,,,,
37502,8,23,1,11,1,1,1,,,,,,,
37503,A,21,0,13,0,-1,1,,,,,,,
37504,6,22,1,12,0,1,0,,,,,,,
37505,3,20,0,16,1,1,1,,,,,,,
37506,J,23,1,20,2,-1,0,,,,,,,
37507,4,19,0,21,0,1,0,,,,,,,
37508,Q,18,0,12,0,-1,1,,,,,,,
37509,Q,20,0,9,2,1,1,,,,,,,
37510,6,19,0,21,0,1,0,,,,,,,
37511,10,21,0,19,1,0,1,,,,,,,
37512,5,19,0,15,3,1,1,,,,,,,
37513,8,21,0,19,1,-1,0,,,,,,,
37514,7,20,0,10,2,-1,0,,,,,,,
37515,6,23,1,14,2,-1,0,,,,,,,
37516,Q,20,0,18,0,-1,1,,,,,,,
37517,7,21,0,21,0,0,0,,,,,,,
37518,10,21,0,20,0,-1,1,,,,,,,
37519,Q,26,1,9,2,-1,0,,,,,,,
37520,6,19,0,9,2,-1,0,,,,,,,
37521,4,22,1,20,1,-1,0,,,,,,,
37522,10,20,0,9,1,-1,0,,,,,,,
37523,Q,19,0,8,1,-1,0,,,,,,,
37524,4,24,1,10,1,1,1,,,,,,,
37525,3,24,1,15,3,-1,0,,,,,,,
37526,9,19,0,17,0,-1,1,,,,,,,
37527,3,20,0,20,1,1,1,,,,,,,
37528,8,21,0,12,2,-1,0,,,,,,,
37529,10,19,0,14,1,1,1,,,,,,,
37530,10,20,0,16,0,-1,1,,,,,,,
37531,10,20,0,20,1,-1,0,,,,,,,
37532,A,17,0,17,1,-1,0,,,,,,,
37533,10,25,1,21,0,1,0,,,,,,,
37534,J,25,1,20,1,-1,0,,,,,,,
37535,A,21,0,13,0,-1,1,,,,,,,
37536,2,19,0,14,1,-1,0,,,,,,,
37537,9,18,0,8,2,-1,0,,,,,,,
37538,4,23,1,19,1,1,1,,,,,,,
37539,Q,19,0,14,2,-1,0,,,,,,,
37540,10,26,1,21,0,1,0,,,,,,,
37541,K,20,0,13,0,-1,1,,,,,,,
37542,7,17,0,8,2,-1,0,,,,,,,
37543,8,22,1,18,1,-1,0,,,,,,,
37544,4,17,0,13,2,-1,0,,,,,,,
37545,3,26,1,21,0,1,0,,,,,,,
37546,Q,22,1,10,2,-1,0,,,,,,,
37547,4,20,0,13,1,0,1,,,,,,,
37548,J,17,0,20,1,-1,0,,,,,,,
37549,9,17,0,20,1,-1,0,,,,,,,
37550,5,25,1,10,2,-1,0,,,,,,,
37551,A,17,0,12,4,-1,0,,,,,,,
37552,8,17,0,20,1,-1,0,,,,,,,
37553,10,19,0,15,0,-1,1,,,,,,,
37554,3,20,0,8,3,-1,0,,,,,,,
37555,A,21,0,12,0,-1,1,,,,,,,
37556,10,25,1,14,1,1,1,,,,,,,
37557,J,20,0,13,0,-1,1,,,,,,,
37558,9,18,0,7,3,-1,0,,,,,,,
37559,Q,22,1,8,2,-1,0,,,,,,,
37560,K,20,0,14,0,-1,1,,,,,,,
37561,9,19,0,20,1,-1,0,,,,,,,
37562,7,17,0,15,0,-1,1,,,,,,,
37563,A,21,0,13,0,-1,1,,,,,,,
37564,J,20,0,20,1,-1,0,,,,,,,
37565,J,21,0,14,0,-1,1,,,,,,,
37566,J,20,0,15,0,-1,1,,,,,,,
37567,9,18,0,11,1,1,1,,,,,,,
37568,Q,17,0,14,0,-1,1,,,,,,,
37569,4,19,0,20,0,1,0,,,,,,,
37570,10,20,0,18,0,-1,1,,,,,,,
37571,3,18,0,8,2,-1,0,,,,,,,
37572,K,20,0,18,1,-1,0,,,,,,,
37573,Q,20,0,15,0,-1,1,,,,,,,
37574,K,26,1,15,2,1,1,,,,,,,
37575,7,22,1,18,4,1,1,,,,,,,
37576,5,17,0,18,2,-1,0,,,,,,,
37577,8,18,0,13,0,-1,1,,,,,,,
37578,10,17,0,20,1,-1,0,,,,,,,
37579,6,22,1,15,1,-1,0,,,,,,,
37580,Q,20,0,14,0,-1,1,,,,,,,
37581,8,18,0,11,2,-1,0,,,,,,,
37582,6,17,0,19,1,1,1,,,,,,,
37583,10,20,0,12,0,-1,1,,,,,,,
37584,3,18,0,12,1,1,1,,,,,,,
37585,3,19,0,11,1,1,1,,,,,,,
37586,6,18,0,16,1,-1,0,,,,,,,
37587,6,20,0,13,1,1,1,,,,,,,
37588,9,19,0,5,1,-1,0,,,,,,,
37589,K,18,0,20,1,-1,0,,,,,,,
37590,8,26,1,13,2,-1,0,,,,,,,
37591,J,20,0,20,1,-1,0,,,,,,,
37592,2,19,0,5,2,-1,0,,,,,,,
37593,J,20,0,14,0,-1,1,,,,,,,
37594,2,18,0,21,0,1,0,,,,,,,
37595,3,19,0,14,3,1,1,,,,,,,
37596,9,19,0,17,0,-1,1,,,,,,,
37597,7,18,0,19,1,-1,0,,,,,,,
37598,4,20,0,18,2,-1,0,,,,,,,
37599,4,19,0,5,2,-1,0,,,,,,,
37600,A,21,0,12,0,-1,1,,,,,,,
37601,6,17,0,17,1,-1,0,,,,,,,
37602,7,17,0,17,2,-1,0,,,,,,,
37603,K,20,0,18,0,-1,1,,,,,,,
37604,4,21,0,7,2,0,1,,,,,,,
37605,4,24,1,12,0,1,0,,,,,,,
37606,3,21,0,14,1,-1,0,,,,,,,
37607,6,21,0,17,1,-1,0,,,,,,,
37608,2,23,1,12,2,1,1,,,,,,,
37609,6,24,1,20,1,-1,0,,,,,,,
37610,6,24,1,17,2,-1,0,,,,,,,
37611,A,21,0,5,0,-1,1,,,,,,,
37612,6,20,0,14,2,-1,0,,,,,,,
37613,5,23,1,16,3,-1,0,,,,,,,
37614,J,20,0,20,1,-1,0,,,,,,,
37615,7,17,0,9,2,-1,0,,,,,,,
37616,3,20,0,12,1,-1,0,,,,,,,
37617,9,18,0,21,0,1,0,,,,,,,
37618,3,23,1,21,0,1,0,,,,,,,
37619,9,19,0,7,1,-1,0,,,,,,,
37620,3,21,0,20,0,-1,1,,,,,,,
37621,K,20,0,18,0,-1,1,,,,,,,
37622,8,17,0,13,0,-1,1,,,,,,,
37623,8,20,0,16,1,-1,0,,,,,,,
37624,7,19,0,14,2,-1,0,,,,,,,
37625,Q,18,0,12,0,-1,1,,,,,,,
37626,7,17,0,13,0,-1,1,,,,,,,
37627,8,19,0,18,1,-1,0,,,,,,,
37628,9,19,0,11,1,1,1,,,,,,,
37629,6,18,0,20,1,-1,0,,,,,,,
37630,3,23,1,9,2,1,1,,,,,,,
37631,J,17,0,20,1,-1,0,,,,,,,
37632,5,20,0,15,2,-1,0,,,,,,,
37633,8,23,1,9,2,-1,0,,,,,,,
37634,9,19,0,10,1,-1,0,,,,,,,
37635,6,26,1,20,1,-1,0,,,,,,,
37636,3,23,1,11,1,1,1,,,,,,,
37637,8,23,1,20,1,-1,0,,,,,,,
37638,8,20,0,15,3,-1,0,,,,,,,
37639,5,22,1,5,2,-1,0,,,,,,,
37640,9,22,1,20,1,-1,0,,,,,,,
37641,J,20,0,12,0,-1,1,,,,,,,
37642,2,18,0,14,3,1,1,,,,,,,
37643,J,20,0,14,0,-1,1,,,,,,,
37644,K,20,0,15,0,-1,1,,,,,,,
37645,6,20,0,12,0,-1,1,,,,,,,
37646,8,17,0,10,2,-1,0,,,,,,,
37647,9,22,1,15,1,1,1,,,,,,,
37648,4,24,1,11,2,-1,0,,,,,,,
37649,4,18,0,14,2,-1,0,,,,,,,
37650,2,26,1,16,3,-1,0,,,,,,,
37651,2,19,0,19,0,0,0,,,,,,,
37652,A,18,0,13,1,-1,0,,,,,,,
37653,8,18,0,20,1,-1,0,,,,,,,
37654,2,21,0,13,1,-1,0,,,,,,,
37655,7,20,0,16,1,1,1,,,,,,,
37656,A,19,0,11,2,-1,0,,,,,,,
37657,8,23,1,18,1,-1,0,,,,,,,
37658,4,19,0,17,1,-1,0,,,,,,,
37659,Q,20,0,15,0,-1,1,,,,,,,
37660,10,20,0,20,1,-1,0,,,,,,,
37661,8,18,0,19,1,-1,0,,,,,,,
37662,J,20,0,19,0,-1,1,,,,,,,
37663,2,19,0,19,1,-1,0,,,,,,,
37664,6,19,0,10,2,-1,0,,,,,,,
37665,8,23,1,12,0,1,0,,,,,,,
37666,2,17,0,10,3,-1,0,,,,,,,
37667,Q,20,0,14,0,-1,1,,,,,,,
37668,7,18,0,18,2,-1,0,,,,,,,
37669,Q,18,0,14,0,-1,1,,,,,,,
37670,K,19,0,16,0,-1,1,,,,,,,
37671,7,26,1,16,1,-1,0,,,,,,,
37672,5,20,0,19,1,-1,0,,,,,,,
37673,3,23,1,20,1,-1,0,,,,,,,
37674,6,20,0,21,0,1,0,,,,,,,
37675,J,20,0,13,0,-1,1,,,,,,,
37676,7,17,0,13,0,-1,1,,,,,,,
37677,4,17,0,20,1,-1,0,,,,,,,
37678,8,18,0,15,0,-1,1,,,,,,,
37679,K,22,1,11,1,1,1,,,,,,,
37680,K,18,0,20,1,-1,0,,,,,,,
