,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,#Change these outputs in the simulator to get to the correct data.
48877,8,21,0,20,0,-1,1,
48878,9,18,0,13,0,-1,1,
48879,3,26,1,20,0,1,0,
48880,A,19,0,15,0,-1,1,
48881,8,19,0,20,0,1,0,
48882,Q,17,0,14,0,-1,1,
48883,8,17,0,20,0,1,0,
48884,10,24,1,11,1,1,1,
48885,6,17,0,9,1,-1,0,
48886,10,20,0,12,0,-1,1,
48887,4,24,1,13,0,1,0,
48888,7,17,0,15,0,-1,1,
48889,K,25,1,10,1,1,1,
48890,10,22,1,13,0,1,0,
48891,4,25,1,18,0,1,0,
48892,9,17,0,20,0,1,0,
48893,3,23,1,20,0,1,0,
48894,Q,20,0,14,0,-1,1,
48895,K,19,0,14,0,-1,1,
48896,7,22,1,21,0,1,0,
48897,A,17,0,15,0,-1,1,
48898,4,17,0,19,0,1,0,
48899,9,19,0,18,0,-1,1,
48900,6,17,0,12,0,-1,1,
48901,5,21,0,5,1,-1,0,
48902,5,17,0,7,1,-1,0,
48903,4,20,0,19,0,-1,1,
48904,2,19,0,20,0,1,0,
48905,8,22,1,12,0,1,0,
48906,J,25,1,14,0,1,0,
48907,3,18,0,21,0,1,0,
48908,A,19,0,14,0,-1,1,
48909,3,20,0,21,0,1,0,
48910,7,17,0,15,0,-1,1,
48911,3,19,0,15,0,-1,1,
48912,Q,24,1,21,0,1,0,
48913,3,21,0,12,0,-1,1,
48914,J,21,0,10,0,-1,1,
48915,2,17,0,13,0,-1,1,
48916,9,23,1,12,0,1,0,
48917,2,25,1,17,0,1,0,
48918,3,26,1,7,1,1,1,
48919,10,20,0,17,0,-1,1,
48920,K,21,0,11,0,-1,1,
48921,4,21,0,6,1,-1,0,
48922,5,20,0,13,0,-1,1,
48923,6,25,1,13,0,1,0,
48924,K,20,0,7,1,-1,0,
48925,9,19,0,9,1,-1,0,
48926,4,24,1,18,0,1,0,
48927,3,17,0,19,0,1,0,
48928,K,20,0,11,1,-1,0,
48929,6,26,1,14,0,1,0,
48930,7,18,0,20,0,1,0,
48931,3,19,0,15,0,-1,1,
48932,5,25,1,10,1,1,1,
48933,Q,18,0,18,0,0,0,
48934,4,17,0,17,0,0,0,
48935,3,25,1,10,1,1,1,
48936,4,23,1,20,0,1,0,
48937,5,17,0,20,0,1,0,
48938,6,22,1,14,0,1,0,
48939,6,20,0,16,0,-1,1,
48940,7,23,1,15,0,1,0,
48941,4,24,1,17,0,1,0,
48942,J,18,0,12,0,-1,1,
48943,3,21,0,19,0,-1,1,
48944,J,19,0,11,1,-1,0,
48945,7,20,0,14,0,-1,1,
48946,A,22,1,18,0,1,0,
48947,10,20,0,11,1,-1,0,
48948,2,17,0,12,0,-1,1,
48949,Q,18,0,16,0,-1,1,
48950,J,20,0,19,0,-1,1,
48951,2,21,0,20,0,-1,1,
48952,A,23,1,13,0,1,0,
48953,8,24,1,11,1,1,1,
48954,6,20,0,7,1,-1,0,
48955,A,18,0,14,0,-1,1,
48956,4,19,0,16,0,-1,1,
48957,8,26,1,10,1,1,1,
48958,3,24,1,17,0,1,0,
48959,K,21,0,16,0,-1,1,
48960,5,22,1,16,0,1,0,
48961,A,17,0,16,0,-1,1,
48962,7,20,0,13,0,-1,1,
48963,A,21,0,15,0,-1,1,
48964,K,18,0,20,0,1,0,
48965,10,20,0,18,0,-1,1,
48966,10,22,1,9,1,1,1,
48967,4,18,0,13,0,-1,1,
48968,Q,21,0,15,0,-1,1,
48969,A,21,0,6,0,-1,1,
48970,2,18,0,12,0,-1,1,
48971,A,21,0,13,0,-1,1,
48972,Q,23,1,15,0,1,0,
48973,3,17,0,11,1,0,1,
48974,2,19,0,14,0,-1,1,
48975,K,18,0,21,0,1,0,
48976,6,23,1,5,1,1,1,
48977,K,17,0,12,0,-1,1,
48978,10,17,0,8,1,-1,0,
48979,7,19,0,13,0,-1,1,
48980,8,18,0,4,1,-1,0,
48981,K,23,1,8,1,1,1,
48982,K,20,0,8,1,-1,0,
48983,5,21,0,12,0,-1,1,
48984,A,21,0,17,0,-1,1,
48985,3,21,0,18,0,-1,1,
48986,Q,17,0,13,0,-1,1,
48987,Q,19,0,21,0,1,0,
48988,K,20,0,18,0,-1,1,
48989,J,20,0,19,0,-1,1,
48990,6,22,1,20,0,1,0,
48991,J,20,0,9,1,-1,0,
48992,5,18,0,18,0,0,0,
48993,A,20,0,14,0,-1,1,
48994,4,18,0,16,0,-1,1,
48995,5,17,0,13,0,-1,1,
48996,9,18,0,7,1,-1,0,
48997,10,20,0,8,1,-1,0,
48998,6,25,1,15,0,1,0,
48999,7,17,0,10,1,1,1,
49000,4,19,0,17,0,-1,1,
49001,5,25,1,20,0,1,0,
49002,5,17,0,19,0,1,0,
49003,7,19,0,9,1,-1,0,
49004,Q,19,0,13,0,-1,1,
49005,10,21,0,7,0,-1,1,
49006,J,21,0,12,0,-1,1,
49007,8,20,0,12,0,-1,1,
49008,2,22,1,11,1,1,1,
49009,3,20,0,17,0,-1,1,
49010,Q,18,0,17,0,-1,1,
49011,7,17,0,14,0,-1,1,
49012,2,24,1,20,0,1,0,
49013,4,19,0,14,0,-1,1,
49014,6,17,0,16,0,-1,1,
49015,Q,21,0,6,0,-1,1,
49016,2,24,1,20,0,1,0,
49017,K,20,0,15,0,-1,1,
49018,5,20,0,8,1,-1,0,
49019,K,21,0,13,0,-1,1,
49020,J,20,0,14,0,-1,1,
49021,A,21,0,14,0,-1,1,
49022,7,26,1,12,0,1,0,
49023,4,19,0,18,0,-1,1,
49024,Q,22,1,21,0,1,0,
49025,5,25,1,12,0,1,0,
49026,J,20,0,16,0,-1,1,
49027,8,18,0,14,0,-1,1,
49028,4,24,1,15,0,1,0,
49029,K,20,0,19,0,-1,1,
49030,5,18,0,16,0,-1,1,
49031,J,18,0,14,0,-1,1,
49032,A,20,0,12,0,-1,1,
49033,10,23,1,18,0,1,0,
49034,5,22,1,12,0,1,0,
49035,2,22,1,11,1,1,1,
49036,7,20,0,11,1,1,1,
49037,8,18,0,7,1,0,1,
49038,10,18,0,15,0,-1,1,
49039,Q,20,0,12,0,-1,1,
49040,K,22,1,16,0,1,0,
49041,K,19,0,13,0,-1,1,
49042,10,20,0,18,0,-1,1,
49043,9,21,0,17,0,-1,1,
49044,4,21,0,17,0,-1,1,
49045,8,21,0,18,0,-1,1,
49046,Q,18,0,13,0,-1,1,
49047,2,18,0,17,0,-1,1,
49048,9,19,0,15,0,-1,1,
49049,4,24,1,13,0,1,0,
49050,3,23,1,16,0,1,0,
49051,7,20,0,13,0,-1,1,
49052,7,20,0,20,0,0,0,
49053,J,20,0,20,0,0,0,
49054,6,24,1,12,0,1,0,
49055,7,22,1,15,0,1,0,
49056,10,17,0,18,0,1,0,
49057,5,18,0,12,0,-1,1,
49058,7,18,0,12,0,-1,1,
49059,A,21,0,20,0,-1,1,
49060,7,17,0,20,0,1,0,
49061,K,17,0,19,0,1,0,
49062,K,23,1,12,0,1,0,
49063,5,18,0,20,0,1,0,
49064,10,18,0,20,0,1,0,
49065,6,19,0,13,0,-1,1,
49066,2,20,0,18,0,-1,1,
49067,7,17,0,11,1,0,1,
49068,8,24,1,19,0,1,0,
49069,4,19,0,14,0,-1,1,
49070,5,20,0,10,1,0,1,
49071,8,21,0,6,1,-1,0,
49072,9,19,0,11,1,-1,0,
49073,7,20,0,14,0,-1,1,
49074,2,17,0,9,1,1,1,
49075,6,17,0,21,0,1,0,
49076,8,20,0,16,0,-1,1,
49077,6,17,0,6,1,-1,0,
49078,8,18,0,19,0,1,0,
49079,J,20,0,21,0,1,0,
49080,9,19,0,13,0,-1,1,
49081,9,22,1,15,0,1,0,
49082,4,17,0,20,0,1,0,
49083,9,19,0,5,1,-1,0,
49084,2,25,1,8,1,1,1,
49085,J,20,0,19,0,-1,1,
49086,8,18,0,20,0,1,0,
49087,J,23,1,11,1,1,1,
49088,K,17,0,11,1,1,1,
49089,2,18,0,20,0,1,0,
49090,J,17,0,12,0,-1,1,
49091,6,25,1,12,0,1,0,
49092,10,17,0,14,0,-1,1,
49093,8,18,0,14,0,-1,1,
49094,2,18,0,19,0,1,0,
49095,3,23,1,11,1,1,1,
49096,9,19,0,12,0,-1,1,
49097,K,22,1,20,0,1,0,
49098,J,22,1,11,1,1,1,
49099,10,18,0,16,0,-1,1,
49100,6,19,0,14,0,-1,1,
49101,10,21,0,11,1,-1,0,
49102,A,21,0,13,0,-1,1,
49103,3,22,1,5,1,1,1,
49104,6,17,0,12,0,-1,1,
49105,Q,22,1,6,1,1,1,
49106,J,20,0,16,0,-1,1,
49107,2,17,0,20,0,1,0,
49108,3,25,1,17,0,1,0,
49109,8,18,0,17,0,-1,1,
49110,6,17,0,17,0,0,0,
49111,4,22,1,20,0,1,0,
49112,J,20,0,9,1,0,1,
49113,A,18,0,12,0,-1,1,
49114,9,18,0,21,0,1,0,
49115,K,17,0,12,0,-1,1,
49116,5,17,0,13,0,-1,1,
49117,7,17,0,6,1,-1,0,
49118,J,25,1,20,0,1,0,
49119,2,20,0,15,0,-1,1,
49120,9,19,0,17,0,-1,1,
49121,8,18,0,7,1,-1,0,
49122,10,19,0,8,1,-1,0,
49123,2,21,0,20,0,-1,1,
49124,K,20,0,21,0,1,0,
49125,10,20,0,11,1,-1,0,
49126,4,18,0,18,0,0,0,
49127,5,22,1,14,0,1,0,
49128,9,19,0,10,1,1,1,
49129,J,20,0,16,0,-1,1,
49130,K,20,0,12,0,-1,1,
49131,J,20,0,12,0,-1,1,
49132,K,17,0,18,0,1,0,
49133,2,17,0,16,0,-1,1,
49134,5,24,1,12,0,1,0,
49135,10,21,0,20,0,-1,1,
49136,5,21,0,17,0,-1,1,
49137,2,18,0,12,0,-1,1,
49138,J,24,1,20,0,1,0,
49139,5,20,0,11,1,1,1,
49140,3,18,0,6,1,-1,0,
49141,3,17,0,19,0,1,0,
49142,Q,19,0,11,1,1,1,
49143,Q,19,0,7,1,-1,0,
49144,6,24,1,9,1,1,1,
49145,2,22,1,20,0,1,0,
49146,2,21,0,14,0,-1,1,
49147,4,24,1,16,0,1,0,
49148,K,17,0,6,1,-1,0,
49149,6,17,0,11,1,-1,0,
49150,4,22,1,14,0,1,0,
49151,2,18,0,21,0,1,0,
49152,A,20,0,12,0,-1,1,
49153,J,20,0,21,0,1,0,
49154,4,25,1,19,0,1,0,
49155,7,21,0,19,0,-1,1,
49156,9,23,1,20,0,1,0,
49157,Q,20,0,13,0,-1,1,
49158,A,17,0,21,0,1,0,
49159,J,24,1,15,0,1,0,
49160,Q,17,0,5,1,-1,0,
49161,8,22,1,20,0,1,0,
49162,2,23,1,17,0,1,0,
49163,9,22,1,14,0,1,0,
49164,2,20,0,13,0,-1,1,
49165,2,19,0,13,0,-1,1,
49166,Q,20,0,20,0,0,0,
49167,A,21,0,15,0,-1,1,
49168,9,19,0,17,0,-1,1,
49169,J,21,0,11,0,-1,1,
49170,4,17,0,21,0,1,0,
49171,K,18,0,11,1,-1,0,
49172,Q,20,0,16,0,-1,1,
49173,6,17,0,14,0,-1,1,
49174,6,17,0,13,0,-1,1,
49175,6,17,0,12,0,-1,1,
49176,9,19,0,13,0,-1,1,
49177,8,18,0,13,0,-1,1,
49178,2,22,1,20,0,1,0,
49179,3,18,0,18,0,0,0,
49180,3,19,0,13,0,-1,1,
49181,4,25,1,17,0,1,0,
49182,5,23,1,15,0,1,0,
49183,7,17,0,17,0,0,0,
49184,7,26,1,20,0,1,0,
49185,3,21,0,18,0,-1,1,
49186,K,20,0,9,1,-1,0,
49187,9,19,0,14,0,-1,1,
49188,A,21,0,7,1,-1,0,
49189,9,24,1,12,0,1,0,
49190,J,20,0,8,1,-1,0,
49191,10,22,1,12,0,1,0,
49192,10,20,0,13,0,-1,1,
49193,4,17,0,13,0,-1,1,
49194,7,20,0,20,0,0,0,
49195,J,20,0,19,0,-1,1,
49196,7,18,0,6,1,-1,0,
49197,3,18,0,16,0,-1,1,
49198,8,17,0,14,0,-1,1,
49199,3,20,0,19,0,-1,1,
49200,2,26,1,12,0,1,0,
49201,Q,18,0,8,1,0,1,
49202,8,17,0,18,0,1,0,
49203,4,24,1,14,0,1,0,
49204,6,17,0,12,0,-1,1,
49205,10,25,1,9,1,1,1,
49206,3,18,0,14,0,-1,1,
49207,10,20,0,12,0,-1,1,
49208,K,22,1,15,0,1,0,
49209,A,20,0,19,0,-1,1,
49210,9,19,0,13,0,-1,1,
49211,K,24,1,16,0,1,0,
49212,2,20,0,17,0,-1,1,
49213,4,18,0,16,0,-1,1,
49214,J,18,0,17,0,-1,1,
49215,6,19,0,20,0,1,0,
49216,K,17,0,15,0,-1,1,
49217,K,17,0,15,0,-1,1,
49218,4,20,0,17,0,-1,1,
49219,3,25,1,11,1,1,1,
49220,8,18,0,20,0,1,0,
49221,A,21,0,6,0,-1,1,
49222,A,21,0,12,0,-1,1,
49223,10,23,1,11,1,1,1,
49224,8,22,1,14,0,1,0,
49225,10,26,1,13,0,1,0,
49226,J,20,0,9,1,-1,0,
49227,3,18,0,16,0,-1,1,
49228,4,18,0,17,0,-1,1,
49229,J,20,0,17,0,-1,1,
49230,J,17,0,12,0,-1,1,
49231,8,25,1,21,0,1,0,
49232,5,25,1,14,0,1,0,
49233,8,18,0,20,0,1,0,
49234,Q,23,1,13,0,1,0,
49235,2,20,0,18,0,-1,1,
49236,3,20,0,18,0,-1,1,
49237,8,18,0,15,0,-1,1,
49238,9,23,1,7,1,1,1,
49239,2,19,0,16,0,-1,1,
49240,10,21,0,15,0,-1,1,
49241,J,18,0,20,0,1,0,
49242,A,18,0,10,1,-1,0,
49243,4,22,1,9,1,1,1,
49244,2,20,0,19,0,-1,1,
49245,4,25,1,17,0,1,0,
49246,7,17,0,18,0,1,0,
49247,9,18,0,13,0,-1,1,
49248,4,19,0,14,0,-1,1,
49249,Q,20,0,16,0,-1,1,
49250,9,19,0,15,0,-1,1,
49251,6,24,1,20,0,1,0,
49252,8,17,0,12,0,-1,1,
49253,K,20,0,18,0,-1,1,
49254,8,21,0,7,1,-1,0,
49255,7,17,0,15,0,-1,1,
49256,Q,22,1,15,0,1,0,
49257,9,20,0,17,0,-1,1,
49258,9,19,0,19,0,0,0,
49259,J,21,0,16,0,-1,1,
49260,8,18,0,12,0,-1,1,
49261,7,18,0,14,0,-1,1,
49262,9,24,1,20,0,1,0,
49263,3,23,1,16,0,1,0,
49264,4,20,0,18,0,-1,1,
49265,6,19,0,6,1,-1,0,
49266,Q,19,0,10,1,-1,0,
49267,K,20,0,18,0,-1,1,
49268,8,20,0,16,0,-1,1,
49269,7,19,0,18,0,-1,1,
49270,K,21,0,14,0,-1,1,
49271,5,18,0,15,0,-1,1,
49272,2,25,1,14,0,1,0,
49273,8,20,0,15,0,-1,1,
49274,10,17,0,17,0,0,0,
49275,2,25,1,20,0,1,0,
49276,A,20,0,11,1,-1,0,
49277,6,26,1,17,0,1,0,
49278,6,24,1,16,0,1,0,
49279,7,23,1,21,0,1,0,
49280,6,20,0,13,0,-1,1,
49281,7,17,0,15,0,-1,1,
49282,10,18,0,5,1,-1,0,
49283,J,20,0,20,0,0,0,
49284,K,23,1,17,0,1,0,
49285,3,20,0,14,0,-1,1,
49286,9,25,1,21,0,1,0,
49287,6,21,0,19,0,-1,1,
49288,9,19,0,12,0,-1,1,
49289,A,22,1,19,0,1,0,
49290,3,20,0,21,0,1,0,
49291,K,20,0,21,0,1,0,
49292,10,23,1,17,0,1,0,
49293,8,18,0,19,0,1,0,
49294,10,20,0,11,1,-1,0,
49295,4,26,1,13,0,1,0,
49296,5,17,0,11,1,1,1,
49297,6,21,0,4,1,-1,0,
49298,9,19,0,15,0,-1,1,
49299,8,18,0,8,1,1,1,
49300,8,22,1,17,0,1,0,
49301,J,20,0,12,0,-1,1,
49302,4,18,0,14,0,-1,1,
49303,10,17,0,21,0,1,0,
49304,K,18,0,14,0,-1,1,
49305,6,25,1,12,0,1,0,
49306,K,24,1,18,0,1,0,
49307,7,17,0,20,0,1,0,
49308,Q,17,0,17,0,0,0,
49309,A,19,0,13,0,-1,1,
49310,4,23,1,12,0,1,0,
49311,6,17,0,21,0,1,0,
49312,9,24,1,15,0,1,0,
49313,A,21,0,15,0,-1,1,
49314,A,21,0,12,0,-1,1,
49315,8,19,0,19,0,0,0,
49316,3,19,0,17,0,-1,1,
49317,A,17,0,12,0,-1,1,
49318,K,19,0,18,0,-1,1,
49319,6,20,0,14,0,-1,1,
49320,2,19,0,12,0,-1,1,
49321,5,22,1,11,1,1,1,
49322,4,23,1,15,0,1,0,
49323,5,17,0,9,1,1,1,
49324,A,18,0,14,0,-1,1,
49325,3,19,0,13,0,-1,1,
49326,4,23,1,19,0,1,0,
49327,10,20,0,12,0,-1,1,
49328,Q,20,0,13,0,-1,1,
49329,7,22,1,14,0,1,0,
49330,5,17,0,16,0,-1,1,
49331,9,21,0,14,0,-1,1,
49332,6,20,0,18,0,-1,1,
49333,8,17,0,14,0,-1,1,
49334,2,19,0,14,0,-1,1,
49335,9,20,0,20,0,0,0,
49336,K,20,0,14,0,-1,1,
49337,6,17,0,17,0,0,0,
49338,A,20,0,18,0,-1,1,
49339,J,17,0,16,0,-1,1,
49340,10,20,0,16,0,-1,1,
49341,5,18,0,14,0,-1,1,
49342,5,25,1,12,0,1,0,
49343,10,20,0,9,1,-1,0,
49344,K,19,0,21,0,1,0,
49345,5,19,0,18,0,-1,1,
49346,J,21,0,17,0,-1,1,
49347,8,18,0,11,1,-1,0,
49348,2,18,0,12,0,-1,1,
49349,10,21,0,20,0,-1,1,
49350,5,19,0,20,0,1,0,
49351,9,18,0,10,1,1,1,
49352,10,20,0,16,0,-1,1,
49353,4,20,0,17,0,-1,1,
49354,2,20,0,18,0,-1,1,
49355,J,20,0,14,0,-1,1,
49356,10,20,0,15,0,-1,1,
49357,6,18,0,10,1,1,1,
49358,A,20,0,14,0,-1,1,
49359,6,17,0,20,0,1,0,
49360,K,19,0,13,0,-1,1,
49361,2,23,1,10,1,1,1,
49362,Q,21,0,20,0,-1,1,
49363,10,17,0,13,0,-1,1,
49364,6,23,1,14,0,1,0,
49365,10,19,0,11,1,-1,0,
49366,10,18,0,18,0,0,0,
49367,9,17,0,10,1,-1,0,
49368,2,17,0,12,0,-1,1,
49369,J,19,0,21,0,1,0,
49370,A,21,0,20,0,-1,1,
49371,K,18,0,11,1,-1,0,
49372,3,23,1,17,0,1,0,
49373,2,21,0,20,0,-1,1,
49374,3,23,1,13,0,1,0,
49375,2,21,0,13,0,-1,1,
49376,7,21,0,15,0,-1,1,
49377,A,21,0,17,0,-1,1,
49378,5,18,0,9,1,1,1,
49379,5,22,1,14,0,1,0,
49380,J,20,0,19,0,-1,1,
49381,9,25,1,6,1,1,1,
49382,9,19,0,12,0,-1,1,
49383,J,20,0,19,0,-1,1,
49384,2,23,1,20,0,1,0,
49385,4,25,1,18,0,1,0,
49386,5,23,1,20,0,1,0,
49387,4,17,0,19,0,1,0,
49388,3,22,1,8,1,1,1,
49389,10,24,1,19,0,1,0,
49390,7,26,1,10,1,1,1,
49391,Q,17,0,12,0,-1,1,
49392,2,21,0,12,0,-1,1,
49393,5,17,0,15,0,-1,1,
49394,7,24,1,20,0,1,0,
49395,5,21,0,15,0,-1,1,
49396,10,25,1,12,0,1,0,
49397,7,18,0,14,0,-1,1,
49398,4,19,0,7,1,-1,0,
49399,8,18,0,4,1,-1,0,
49400,2,21,0,14,0,-1,1,
49401,6,23,1,19,0,1,0,
49402,J,20,0,21,0,1,0,
49403,9,20,0,13,0,-1,1,
49404,10,20,0,7,2,-1,0,
49405,A,23,1,7,1,1,1,
49406,8,19,0,18,0,-1,1,
49407,J,26,1,11,1,1,1,
49408,10,20,0,21,0,1,0,
49409,10,19,0,14,0,-1,1,
49410,3,20,0,20,0,0,0,
49411,3,17,0,17,0,0,0,
49412,2,25,1,14,0,1,0,
49413,Q,17,0,15,0,-1,1,
49414,A,20,0,13,0,-1,1,
49415,A,19,0,14,0,-1,1,
49416,J,20,0,19,0,-1,1,
49417,5,22,1,14,0,1,0,
49418,9,24,1,7,1,1,1,
49419,3,25,1,8,1,1,1,
49420,A,20,0,12,0,-1,1,
49421,Q,20,0,15,0,-1,1,
49422,Q,20,0,16,0,-1,1,
49423,A,21,0,12,0,-1,1,
49424,3,25,1,12,0,1,0,
49425,K,19,0,17,0,-1,1,
49426,K,24,1,18,0,1,0,
49427,7,20,0,16,0,-1,1,
49428,9,21,0,20,0,-1,1,
49429,4,21,0,11,1,0,1,
49430,8,24,1,13,0,1,0,
49431,3,18,0,14,0,-1,1,
49432,9,19,0,13,0,-1,1,
49433,10,21,0,15,0,-1,1,
49434,9,24,1,12,0,1,0,
49435,6,19,0,12,0,-1,1,
49436,7,17,0,20,0,1,0,
49437,4,19,0,13,0,-1,1,
49438,J,21,0,20,0,-1,1,
49439,4,19,0,21,0,1,0,
49440,7,17,0,19,0,1,0,
49441,10,20,0,11,1,-1,0,
49442,5,24,1,10,1,1,1,
49443,4,25,1,14,0,1,0,
49444,10,20,0,11,1,0,1,
49445,J,25,1,15,0,1,0,
49446,6,22,1,21,0,1,0,
49447,K,26,1,20,0,1,0,
49448,9,19,0,14,0,-1,1,
49449,6,23,1,6,1,1,1,
49450,9,19,0,12,0,-1,1,
49451,9,21,0,21,0,0,0,
49452,J,25,1,17,0,1,0,
49453,3,22,1,18,0,1,0,
49454,3,17,0,9,1,1,1,
49455,3,19,0,17,0,-1,1,
49456,6,22,1,13,0,1,0,
49457,10,20,0,8,1,-1,0,
49458,Q,21,0,11,0,-1,1,
49459,2,21,0,17,0,-1,1,
49460,K,19,0,6,1,-1,0,
49461,7,23,1,9,1,1,1,
49462,7,23,1,18,0,1,0,
49463,10,24,1,10,1,1,1,
49464,4,18,0,13,0,-1,1,
49465,K,19,0,13,0,-1,1,
49466,7,23,1,16,0,1,0,
49467,10,20,0,12,0,-1,1,
49468,A,20,0,20,0,0,0,
49469,A,19,0,12,0,-1,1,
49470,K,20,0,16,0,-1,1,
49471,8,20,0,14,0,-1,1,
49472,4,18,0,15,0,-1,1,
49473,10,17,0,18,0,1,0,
49474,K,20,0,14,0,-1,1,
49475,4,20,0,16,0,-1,1,
49476,A,17,0,12,0,-1,1,
49477,9,20,0,15,0,-1,1,
49478,A,21,0,21,0,0,0,
49479,K,21,0,17,0,-1,1,
49480,J,21,0,18,0,-1,1,
49481,3,23,1,13,0,1,0,
49482,10,17,0,12,0,-1,1,
49483,Q,17,0,13,0,-1,1,
49484,5,23,1,13,0,1,0,
49485,Q,18,0,17,0,-1,1,
49486,6,24,1,12,0,1,0,
49487,6,19,0,13,0,-1,1,
49488,A,17,0,14,0,-1,1,
49489,8,19,0,15,0,-1,1,
49490,2,22,1,15,0,1,0,
49491,4,23,1,21,0,1,0,
49492,10,23,1,16,0,1,0,
49493,6,23,1,15,0,1,0,
49494,Q,21,0,20,0,-1,1,
49495,5,20,0,9,1,-1,0,
49496,10,18,0,13,0,-1,1,
49497,7,20,0,11,1,1,1,
49498,7,17,0,12,0,-1,1,
49499,8,18,0,12,0,-1,1,
49500,2,19,0,8,1,-1,0,
49501,8,21,0,14,0,-1,1,
49502,4,26,1,14,0,1,0,
49503,3,22,1,11,1,1,1,
49504,A,21,0,16,0,-1,1,
49505,7,24,1,19,0,1,0,
49506,Q,20,0,15,0,-1,1,
49507,7,22,1,11,1,1,1,
49508,J,24,1,13,0,1,0,
49509,5,23,1,10,1,1,1,
49510,3,18,0,15,0,-1,1,
49511,7,18,0,9,1,1,1,
49512,6,20,0,12,0,-1,1,
49513,6,20,0,18,0,-1,1,
49514,K,20,0,12,1,-1,0,
49515,7,17,0,16,0,-1,1,
49516,2,20,0,15,0,-1,1,
49517,9,18,0,20,0,1,0,
49518,J,21,0,10,0,-1,1,
49519,4,24,1,19,0,1,0,
49520,2,18,0,9,1,0,1,
49521,10,19,0,14,0,-1,1,
49522,J,18,0,21,0,1,0,
49523,K,17,0,10,1,-1,0,
49524,J,18,0,14,0,-1,1,
49525,8,24,1,6,1,1,1,
49526,9,19,0,16,0,-1,1,
49527,J,19,0,13,0,-1,1,
49528,9,22,1,17,0,1,0,
49529,5,24,1,16,0,1,0,
49530,J,20,0,11,1,-1,0,
49531,10,25,1,20,0,1,0,
49532,4,24,1,11,1,1,1,
49533,6,26,1,9,1,1,1,
49534,4,18,0,18,0,0,0,
49535,2,20,0,15,0,-1,1,
49536,2,21,0,20,0,-1,1,
49537,7,21,0,15,0,-1,1,
49538,2,17,0,20,0,1,0,
49539,10,20,0,5,1,0,1,
49540,8,18,0,13,0,-1,1,
49541,J,23,1,17,0,1,0,
49542,J,23,1,12,0,1,0,
49543,Q,20,0,19,0,-1,1,
49544,9,17,0,15,0,-1,1,
49545,Q,20,0,18,0,-1,1,
49546,A,18,0,13,0,-1,1,
49547,8,18,0,11,1,-1,0,
49548,3,20,0,9,1,-1,0,
49549,5,20,0,12,0,-1,1,
49550,K,21,0,19,0,-1,1,
49551,A,20,0,17,0,-1,1,
49552,K,17,0,20,0,1,0,
49553,7,17,0,14,0,-1,1,
49554,J,22,1,12,0,1,0,
49555,Q,21,0,10,0,-1,1,
49556,7,20,0,20,0,0,0,
49557,10,23,1,12,0,1,0,
49558,A,21,0,16,0,-1,1,
49559,10,22,1,15,0,1,0,
49560,K,18,0,6,1,-1,0,
49561,2,22,1,13,0,1,0,
49562,J,20,0,20,0,0,0,
49563,K,20,0,9,1,-1,0,
49564,2,21,0,19,0,-1,1,
49565,A,19,0,19,0,0,0,
49566,Q,25,1,13,0,1,0,
49567,3,17,0,20,0,1,0,
49568,Q,19,0,14,0,-1,1,
49569,9,19,0,12,0,-1,1,
49570,7,17,0,16,0,-1,1,
49571,5,23,1,14,0,1,0,
49572,5,23,1,16,0,1,0,
49573,6,22,1,17,0,1,0,
49574,A,21,0,14,0,-1,1,
49575,6,20,0,13,0,-1,1,
49576,3,20,0,15,0,-1,1,
49577,Q,25,1,14,0,1,0,
49578,2,20,0,13,0,-1,1,
49579,7,18,0,14,0,-1,1,
49580,Q,19,0,18,0,-1,1,
49581,10,20,0,11,1,1,1,
49582,A,21,0,8,0,-1,1,
49583,A,21,0,7,0,-1,1,
49584,2,17,0,14,0,-1,1,
49585,Q,20,0,14,0,-1,1,
49586,9,22,1,15,0,1,0,
49587,7,17,0,8,1,1,1,
49588,7,17,0,21,0,1,0,
49589,K,21,0,7,1,-1,0,
49590,K,20,0,19,0,-1,1,
49591,7,17,0,13,0,-1,1,
49592,2,21,0,6,1,-1,0,
49593,10,20,0,16,0,-1,1,
49594,J,23,1,12,0,1,0,
49595,7,23,1,14,0,1,0,
49596,J,18,0,19,0,1,0,
49597,7,17,0,20,0,1,0,
49598,10,21,0,16,0,-1,1,
49599,2,18,0,5,1,0,1,
49600,Q,23,1,7,1,1,1,
49601,9,17,0,17,0,0,0,
49602,3,19,0,13,0,-1,1,
49603,10,20,0,16,0,-1,1,
49604,K,19,0,13,0,-1,1,
49605,8,20,0,12,0,-1,1,
49606,7,17,0,13,0,-1,1,
49607,5,25,1,20,0,1,0,
49608,A,21,0,12,0,-1,1,
49609,J,20,0,20,0,0,0,
49610,3,17,0,10,1,1,1,
49611,5,19,0,11,1,-1,0,
49612,9,19,0,14,0,-1,1,
49613,7,26,1,13,0,1,0,
49614,Q,20,0,17,0,-1,1,
49615,5,26,1,21,0,1,0,
49616,4,25,1,18,0,1,0,
49617,6,19,0,12,0,-1,1,
49618,Q,25,1,11,1,1,1,
49619,2,19,0,20,0,1,0,
49620,2,22,1,5,1,1,1,
49621,A,21,0,12,0,-1,1,
49622,3,24,1,16,0,1,0,
49623,A,21,0,10,0,-1,1,
49624,J,20,0,14,0,-1,1,
