,dealer_card,dealer_estimated_value,dealer_bust,init_hand,hit,result,outcome
5032,J,13,0,12,2,1.0,1
5033,8,11,0,15,1,-1.0,0
5034,6,10,0,14,1,1.0,1
5035,7,19,0,17,1,1.0,1
5036,A,17,0,18,2,-1.0,0
5037,9,12,0,13,1,-1.0,0
5038,2,9,0,16,1,-1.0,0
5039,K,14,0,15,1,1.0,1
5040,9,16,0,14,3,-1.0,0
5041,K,11,0,14,2,1.0,1
5042,10,17,0,16,1,-1.0,0
5043,8,14,0,12,1,-1.0,0
5044,J,7,1,18,0,1.0,0
5045,Q,12,0,20,0,1.0,0
5046,A,15,0,13,0,-1.0,1
5047,Q,14,0,16,1,1.0,1
5048,K,14,0,15,0,-1.0,1
5049,Q,22,0,15,1,-1.0,0
5050,J,18,0,19,1,-1.0,0
5051,K,22,0,7,0,-1.0,1
5052,A,15,0,21,0,1.0,0
5053,Q,11,0,16,0,-1.0,1
5054,K,17,0,12,2,-1.0,0
5055,A,11,0,6,1,-1.0,0
5056,2,9,1,13,1,1.0,1
5057,9,8,0,12,0,-1.0,1
5058,Q,15,0,12,2,-1.0,0
5059,2,0,0,19,0,1.0,0
5060,8,6,0,20,0,1.0,0
5061,A,15,0,18,0,-1.0,1
5062,6,2,0,15,1,-1.0,0
5063,2,5,0,19,0,-1.0,1
5064,5,13,0,13,1,-1.0,0
5065,3,6,1,13,1,1.0,1
5066,5,15,1,13,2,1.0,1
5067,K,21,0,8,0,-1.0,1
5068,3,12,1,21,0,1.0,0
5069,3,13,1,21,0,1.0,0
5070,10,17,0,14,1,-1.0,0
5071,8,11,0,12,1,-1.0,0
5072,A,18,0,6,0,-1.0,1
5073,10,8,1,14,0,1.0,0
5074,K,14,0,7,2,-1.0,0
5075,6,3,1,15,1,1.0,1
5076,4,8,1,13,1,1.0,1
5077,2,2,0,11,1,1.0,1
5078,5,12,1,18,0,1.0,0
5079,A,15,0,17,1,-1.0,0
5080,K,20,0,4,2,-1.0,0
5081,6,15,1,17,0,1.0,0
5082,2,4,0,4,2,-1.0,0
5083,J,18,0,16,1,-1.0,0
5084,4,11,1,16,2,1.0,1
5085,7,10,1,14,1,-1.0,0
5086,J,16,0,21,0,1.0,0
5087,8,8,0,18,0,-1.0,1
5088,A,13,0,18,0,1.0,0
5089,A,11,0,14,1,-1.0,0
5090,J,14,0,21,0,1.0,0
5091,4,1,0,17,0,-1.0,1
5092,10,18,1,15,3,-1.0,0
5093,6,14,1,12,1,1.0,1
5094,10,19,0,20,0,1.0,0
5095,6,16,0,8,1,-1.0,0
5096,7,11,0,18,0,1.0,0
5097,3,6,0,16,1,1.0,1
5098,3,8,0,8,1,-1.0,0
5099,2,4,1,15,1,-1.0,0
5100,A,16,0,15,1,1.0,1
5101,4,10,1,18,0,1.0,0
5102,A,14,0,11,2,-1.0,0
5103,7,9,1,12,1,1.0,1
5104,K,7,0,19,0,1.0,0
5105,2,3,0,18,0,1.0,0
5106,10,16,1,14,1,-1.0,0
5107,5,17,0,21,0,1.0,0
5108,7,11,0,14,1,-1.0,0
5109,Q,21,0,19,0,-1.0,1
5110,Q,19,0,15,2,1.0,1
5111,4,12,1,14,1,1.0,1
5112,J,18,0,4,3,-1.0,0
5113,J,15,0,15,1,-1.0,0
5114,A,12,0,20,0,1.0,0
5115,6,10,1,21,0,1.0,0
5116,2,1,0,14,2,-1.0,0
5117,J,14,0,17,1,1.0,1
5118,6,9,1,13,1,1.0,1
5119,3,2,0,16,2,-1.0,0
5120,9,18,1,15,1,-1.0,0
5121,K,21,0,15,1,-1.0,0
5122,2,8,0,20,0,1.0,0
5123,6,14,0,12,2,1.0,1
5124,Q,19,0,12,2,-1.0,0
5125,2,11,1,12,3,-1.0,0
5126,3,11,0,18,0,1.0,0
5127,K,14,0,5,2,1.0,1
5128,10,18,0,15,0,-1.0,1
5129,10,16,0,11,1,1.0,1
5130,Q,15,0,13,3,-1.0,0
5131,K,13,0,5,2,-1.0,0
5132,4,8,1,11,1,1.0,1
5133,A,11,0,15,0,-1.0,1
5134,5,16,1,17,1,1.0,1
5135,A,18,0,6,4,-1.0,0
5136,2,12,0,8,2,1.0,1
5137,J,13,1,14,2,-1.0,0
5138,9,13,1,6,2,1.0,1
5139,2,8,0,15,1,-1.0,0
5140,6,5,1,17,0,1.0,0
5141,3,10,0,7,2,1.0,1
5142,5,11,1,20,0,1.0,0
5143,7,12,0,18,0,1.0,0
5144,7,5,0,20,0,1.0,0
5145,6,10,1,20,0,1.0,0
5146,10,13,0,6,2,-1.0,0
5147,3,15,1,13,2,-1.0,0
5148,8,19,0,14,1,-1.0,0
5149,K,12,1,15,1,1.0,1
5150,A,14,1,18,1,-1.0,0
5151,2,5,1,16,1,1.0,1
5152,3,9,1,18,0,1.0,0
5153,Q,17,0,12,2,-1.0,0
5154,J,17,0,13,2,1.0,1
5155,A,17,0,19,0,-1.0,1
5156,J,10,0,15,0,-1.0,1
5157,J,13,0,14,1,1.0,1
5158,3,1,0,11,2,-1.0,0
5159,7,11,0,21,0,1.0,0
5160,A,14,0,13,0,-1.0,1
5161,K,19,0,9,2,1.0,1
5162,K,14,1,14,1,1.0,1
5163,7,10,0,8,3,-1.0,0
5164,5,15,0,18,0,1.0,0
5165,A,11,1,17,0,1.0,0
5166,J,19,0,12,2,-1.0,0
5167,4,10,1,17,1,1.0,1
5168,9,8,0,12,0,-1.0,1
5169,3,11,0,19,0,1.0,0
5170,Q,13,0,17,1,1.0,1
5171,10,11,0,18,0,-1.0,1
5172,A,16,0,19,0,-1.0,1
5173,K,12,0,15,1,-1.0,0
5174,A,7,0,15,0,-1.0,1
5175,6,3,0,13,1,-1.0,0
5176,4,17,0,20,0,1.0,0
5177,7,14,0,19,0,1.0,0
5178,6,10,0,14,3,1.0,1
5179,2,11,0,19,0,1.0,0
5180,3,13,0,13,2,-1.0,0
5181,A,19,0,16,0,-1.0,1
5182,8,15,0,10,1,1.0,1
5183,7,14,0,13,1,-1.0,0
5184,5,11,0,14,1,1.0,1
5185,K,14,0,12,3,-1.0,0
5186,6,12,0,12,1,1.0,1
5187,6,2,0,13,1,-1.0,0
5188,7,11,0,10,1,1.0,1
5189,5,7,1,16,1,-1.0,0
5190,A,18,1,16,1,-1.0,0
5191,8,11,0,19,0,-1.0,1
5192,2,13,0,17,1,1.0,1
5193,6,15,1,12,1,1.0,1
5194,Q,15,0,17,1,-1.0,0
5195,J,18,0,14,1,-1.0,0
5196,8,15,0,20,0,1.0,0
5197,5,4,0,16,2,-1.0,0
5198,10,17,0,14,0,-1.0,1
5199,10,15,0,13,1,1.0,1
5200,9,6,0,9,1,-1.0,0
5201,A,14,0,15,1,-1.0,0
5202,8,8,1,11,1,1.0,1
5203,J,13,0,17,1,-1.0,0
5204,A,23,0,19,0,-1.0,1
5205,K,21,0,13,1,1.0,1
5206,9,16,1,6,4,1.0,1
5207,Q,13,0,10,2,-1.0,0
5208,2,8,0,11,1,1.0,1
5209,7,15,1,8,2,-1.0,0
5210,4,4,1,14,2,1.0,1
5211,8,16,0,20,0,1.0,0
5212,K,16,0,17,1,1.0,1
5213,Q,16,0,12,1,-1.0,0
5214,4,9,0,10,2,-1.0,0
5215,2,2,0,17,1,1.0,1
5216,A,14,0,12,1,-1.0,0
5217,3,-2,1,15,1,1.0,1
5218,6,11,0,16,1,-1.0,0
5219,J,21,0,15,2,-1.0,0
5220,7,17,0,14,1,-1.0,0
5221,Q,19,0,15,2,-1.0,0
5222,2,9,0,14,1,1.0,1
5223,K,15,0,7,2,-1.0,0
5224,8,14,0,16,1,1.0,1
5225,10,16,0,20,0,1.0,0
5226,J,9,1,17,0,1.0,0
5227,5,10,0,20,0,-1.0,1
5228,3,6,0,17,1,-1.0,0
5229,5,4,0,10,1,-1.0,0
5230,3,6,1,19,0,1.0,0
5231,2,6,1,20,0,1.0,0
5232,6,17,0,18,0,-1.0,1
5233,6,18,0,21,0,1.0,0
5234,6,13,0,20,0,1.0,0
5235,9,11,0,13,2,-1.0,0
5236,3,11,0,21,0,1.0,0
5237,K,13,1,19,0,1.0,0
5238,10,12,0,20,0,-1.0,1
5239,10,13,1,18,0,1.0,0
5240,2,1,1,14,1,-1.0,0
5241,5,9,1,21,0,1.0,0
5242,6,3,0,11,1,1.0,1
5243,9,13,0,10,1,1.0,1
5244,8,8,1,16,0,1.0,0
5245,5,8,0,15,1,1.0,1
5246,6,10,1,15,1,-1.0,0
5247,6,13,0,11,1,1.0,1
5248,7,11,1,18,0,1.0,0
5249,7,18,0,11,1,1.0,1
5250,A,15,0,19,1,-1.0,0
5251,9,15,0,19,0,1.0,0
5252,A,13,1,5,1,1.0,1
5253,7,7,0,16,0,-1.0,1
5254,K,15,0,12,2,-1.0,0
5255,3,2,1,18,0,1.0,0
5256,6,11,1,19,0,1.0,0
5257,5,10,0,11,1,1.0,1
5258,6,5,0,20,0,1.0,0
5259,6,2,0,11,1,1.0,1
5260,10,17,1,11,2,-1.0,0
5261,3,15,1,13,2,-1.0,0
5262,K,15,0,8,2,-1.0,0
5263,A,11,0,9,2,-1.0,0
5264,5,10,0,11,1,1.0,1
5265,6,14,1,16,1,-1.0,0
5266,10,17,0,14,1,-1.0,0
5267,9,15,0,20,0,1.0,0
5268,3,9,1,14,2,-1.0,0
5269,3,8,1,12,1,-1.0,0
5270,3,8,1,18,0,1.0,0
5271,6,5,0,18,0,-1.0,1
5272,5,6,1,10,2,-1.0,0
5273,2,8,0,20,0,1.0,0
5274,A,16,1,19,1,-1.0,0
5275,J,20,0,19,2,-1.0,0
5276,7,12,0,19,0,1.0,0
5277,8,11,1,20,0,1.0,0
5278,K,17,0,9,2,-1.0,0
5279,8,13,0,12,1,-1.0,0
5280,4,11,0,13,1,1.0,1
5281,5,12,0,12,2,1.0,1
5282,2,6,1,18,0,1.0,0
5283,7,11,1,13,1,1.0,1
5284,6,10,1,11,1,1.0,1
5285,J,7,0,20,0,1.0,0
5286,5,8,1,18,0,1.0,0
5287,8,20,0,12,2,1.0,1
5288,Q,21,0,20,0,1.0,0
5289,8,19,0,14,1,-1.0,0
5290,7,9,0,16,0,-1.0,1
5291,A,12,0,17,0,-1.0,1
5292,10,14,0,13,2,-1.0,0
5293,2,8,1,11,2,-1.0,0
5294,10,12,0,15,3,1.0,1
5295,7,12,1,9,1,1.0,1
5296,2,0,0,13,3,-1.0,0
5297,Q,14,0,13,2,-1.0,0
5298,8,13,0,15,1,1.0,1
5299,Q,14,0,15,2,-1.0,0
5300,10,11,0,7,1,-1.0,0
5301,7,14,0,13,1,-1.0,0
5302,K,16,0,14,1,1.0,1
5303,10,16,0,16,1,-1.0,0
5304,J,21,0,9,0,-1.0,1
5305,A,11,0,12,1,-1.0,0
5306,5,13,1,18,0,1.0,0
5307,8,17,0,20,0,1.0,0
5308,10,15,0,16,2,-1.0,0
5309,Q,9,1,12,1,1.0,1
5310,2,6,0,20,0,-1.0,1
5311,10,7,1,19,0,1.0,0
5312,2,0,0,8,2,-1.0,0
5313,6,7,1,13,1,-1.0,0
5314,6,7,1,19,0,1.0,0
5315,2,8,0,11,1,1.0,1
5316,2,9,1,19,0,1.0,0
5317,J,21,0,18,0,-1.0,1
5318,6,16,0,18,0,1.0,0
5319,4,14,0,18,0,-1.0,1
5320,4,11,0,19,0,1.0,0
5321,3,8,0,17,1,-1.0,0
5322,7,7,1,11,1,1.0,1
5323,3,8,0,20,0,-1.0,1
5324,A,11,0,21,0,1.0,0
5325,K,15,0,12,2,-1.0,0
5326,J,14,0,6,3,1.0,1
5327,5,10,1,17,0,1.0,0
5328,6,4,1,13,2,1.0,1
5329,K,14,1,11,1,1.0,1
5330,Q,19,0,13,2,1.0,1
5331,4,8,1,15,2,1.0,1
5332,2,12,1,18,1,-1.0,0
5333,10,19,0,8,3,-1.0,0
5334,7,15,0,19,0,1.0,0
5335,3,5,0,20,0,1.0,0
5336,8,16,0,11,1,1.0,1
5337,5,11,1,16,1,-1.0,0
5338,J,16,0,6,1,1.0,1
5339,7,9,0,10,2,-1.0,0
5340,5,9,0,6,2,-1.0,0
5341,10,12,0,4,3,-1.0,0
5342,6,7,1,6,2,1.0,1
5343,K,20,0,8,2,-1.0,0
5344,7,10,1,14,1,-1.0,0
5345,A,22,0,20,0,-1.0,1
5346,10,12,1,9,1,1.0,1
5347,2,11,0,18,0,-1.0,1
5348,A,14,0,20,0,1.0,0
5349,6,9,0,16,1,-1.0,0
5350,A,15,0,19,1,-1.0,0
5351,10,16,0,17,1,-1.0,0
5352,10,9,1,10,1,1.0,1
5353,2,6,0,5,3,-1.0,0
5354,4,7,1,13,2,-1.0,0
5355,9,13,0,21,0,1.0,0
5356,10,11,0,19,0,1.0,0
5357,8,21,0,18,1,-1.0,0
5358,K,22,0,12,0,-1.0,1
5359,7,18,0,8,1,1.0,1
5360,7,13,0,14,1,-1.0,0
5361,5,13,0,14,2,-1.0,0
5362,6,9,1,15,1,-1.0,0
5363,7,16,0,16,1,-1.0,0
5364,3,9,0,13,1,-1.0,0
5365,3,4,0,18,0,1.0,0
5366,K,8,0,10,1,1.0,1
5367,5,10,1,8,2,1.0,1
5368,6,5,0,12,1,-1.0,0
5369,2,6,0,20,0,-1.0,1
5370,7,11,0,10,1,1.0,1
5371,4,4,1,18,0,1.0,0
5372,A,23,0,15,0,-1.0,1
5373,2,13,0,15,2,-1.0,0
5374,4,11,0,21,0,1.0,0
5375,3,6,0,19,0,-1.0,1
5376,K,11,0,11,2,-1.0,0
5377,5,14,0,12,2,-1.0,0
5378,K,19,0,20,0,-1.0,1
5379,K,16,0,10,2,-1.0,0
5380,A,16,0,11,3,-1.0,0
5381,A,17,0,9,0,-1.0,1
5382,2,8,0,5,2,-1.0,0
5383,4,4,0,12,1,-1.0,0
5384,6,8,1,19,0,1.0,0
5385,6,6,0,21,0,1.0,0
5386,A,6,0,20,0,1.0,0
5387,6,18,1,17,1,1.0,1
5388,4,11,0,14,1,1.0,1
5389,5,9,0,11,2,1.0,1
5390,9,19,0,17,1,-1.0,0
5391,3,12,0,7,2,-1.0,0
5392,3,5,0,10,1,1.0,1
5393,3,9,0,19,0,-1.0,1
5394,8,16,0,6,1,1.0,1
5395,6,8,0,20,0,1.0,0
5396,8,10,0,13,2,1.0,1
5397,9,8,0,8,1,-1.0,0
5398,5,11,0,12,1,-1.0,0
5399,5,6,1,13,2,-1.0,0
5400,3,6,1,19,0,1.0,0
5401,3,15,1,18,2,1.0,1
5402,3,14,1,21,0,1.0,0
5403,9,13,1,20,0,1.0,0
5404,2,11,0,18,0,-1.0,1
5405,K,11,0,18,0,-1.0,1
5406,4,5,0,20,0,-1.0,1
5407,9,15,0,18,1,-1.0,0
5408,8,13,0,12,1,1.0,1
5409,4,5,0,21,0,1.0,0
5410,K,11,1,20,0,1.0,0
5411,A,11,0,13,1,-1.0,0
5412,6,10,1,16,1,-1.0,0
5413,A,15,0,9,0,-1.0,1
5414,10,12,0,6,3,-1.0,0
5415,5,15,0,12,1,1.0,1
5416,Q,17,1,13,1,1.0,1
5417,6,9,1,19,0,1.0,0
5418,3,10,0,17,1,-1.0,0
5419,8,18,0,15,1,-1.0,0
5420,5,9,0,20,0,1.0,0
5421,10,12,0,21,0,1.0,0
5422,5,10,1,11,1,1.0,1
5423,4,6,0,18,0,1.0,0
5424,6,13,0,20,0,1.0,0
5425,3,2,1,15,1,1.0,1
5426,8,12,0,13,3,-1.0,0
5427,A,10,1,20,0,1.0,0
5428,J,12,0,18,0,-1.0,1
5429,5,12,0,16,1,-1.0,0
5430,K,21,0,9,1,1.0,1
5431,J,13,1,11,2,-1.0,0
5432,5,9,0,20,0,1.0,0
5433,3,5,1,8,1,1.0,1
5434,5,10,0,17,0,1.0,0
5435,A,19,0,18,0,-1.0,1
5436,9,16,0,17,2,-1.0,0
5437,2,8,1,14,1,1.0,1
5438,5,11,0,20,0,1.0,0
5439,A,12,0,10,1,1.0,1
5440,2,6,1,11,3,-1.0,0
5441,2,5,0,19,0,1.0,0
5442,A,14,0,11,0,-1.0,1
5443,5,18,0,14,2,1.0,1
5444,10,18,0,21,0,1.0,0
5445,5,13,0,14,1,-1.0,0
5446,5,7,0,12,1,-1.0,0
5447,3,9,0,21,0,1.0,0
5448,3,6,0,14,2,1.0,1
5449,2,5,0,20,0,1.0,0
5450,2,9,1,8,1,1.0,1
5451,J,18,0,20,0,-1.0,1
5452,9,11,1,15,1,-1.0,0
5453,6,11,0,19,0,-1.0,1
5454,7,8,0,16,0,-1.0,1
5455,4,7,1,16,1,1.0,1
5456,4,4,0,18,0,-1.0,1
5457,K,18,1,14,1,-1.0,0
5458,Q,13,1,15,1,-1.0,0
5459,Q,20,0,19,1,-1.0,0
5460,5,8,0,19,0,1.0,0
5461,2,8,0,12,1,-1.0,0
5462,9,10,1,21,0,1.0,0
5463,9,17,0,15,1,-1.0,0
5464,6,10,1,18,0,1.0,0
5465,8,7,1,19,0,1.0,0
5466,3,9,0,15,1,-1.0,0
5467,8,13,0,21,0,1.0,0
5468,K,14,0,6,1,1.0,1
5469,Q,12,0,18,0,1.0,0
5470,9,7,1,16,0,1.0,0
5471,Q,21,0,18,1,-1.0,0
5472,Q,14,0,6,4,1.0,1
5473,10,20,0,6,2,-1.0,0
5474,6,11,0,17,0,-1.0,1
5475,9,18,0,11,1,1.0,1
5476,2,9,0,20,0,1.0,0
5477,Q,12,1,15,1,1.0,1
5478,10,9,1,12,1,-1.0,0
5479,2,9,0,11,1,-1.0,0
5480,10,14,0,19,0,1.0,0
5481,8,14,0,14,1,-1.0,0
5482,7,11,0,10,1,1.0,1
5483,9,13,0,5,3,-1.0,0
5484,5,2,0,17,0,-1.0,1
5485,K,18,0,20,0,1.0,0
5486,10,13,1,16,1,1.0,1
5487,K,22,0,14,0,-1.0,1
5488,J,20,0,20,0,1.0,0
5489,10,13,0,14,4,-1.0,0
5490,K,18,0,21,0,1.0,0
5491,9,13,1,20,0,1.0,0
5492,5,6,0,7,2,-1.0,0
5493,8,11,0,12,2,-1.0,0
5494,5,11,0,10,1,1.0,1
5495,J,16,0,21,0,1.0,0
5496,4,3,0,9,1,1.0,1
5497,6,8,0,20,0,-1.0,1
5498,8,10,0,19,0,1.0,0
5499,7,19,0,15,1,1.0,1
5500,J,21,0,20,0,1.0,0
5501,J,16,1,20,0,1.0,0
5502,8,16,1,17,1,1.0,1
5503,A,17,0,7,2,-1.0,0
5504,10,18,0,14,2,-1.0,0
5505,5,9,0,14,1,-1.0,0
5506,Q,17,0,10,3,-1.0,0
5507,2,3,1,9,2,1.0,1
5508,4,10,0,13,1,1.0,1
5509,K,7,0,18,0,-1.0,1
5510,3,5,0,13,1,-1.0,0
5511,4,8,0,11,3,-1.0,0
5512,9,13,1,19,0,1.0,0
5513,A,19,0,14,1,1.0,1
5514,6,17,0,19,0,1.0,0
5515,2,9,0,15,2,-1.0,0
5516,9,18,0,13,1,-1.0,0
5517,K,17,0,7,2,1.0,1
5518,J,14,1,15,1,1.0,1
5519,9,16,0,19,0,1.0,0
5520,Q,9,1,10,2,-1.0,0
5521,2,8,1,20,0,1.0,0
5522,J,14,0,18,1,-1.0,0
5523,2,-2,0,6,2,-1.0,0
5524,Q,6,0,10,1,-1.0,0
5525,8,8,1,14,1,1.0,1
5526,Q,20,0,12,3,-1.0,0
5527,4,9,0,6,2,1.0,1
5528,8,18,0,13,2,-1.0,0
5529,A,21,0,13,0,-1.0,1
5530,5,14,1,14,1,-1.0,0
5531,5,12,1,13,1,1.0,1
5532,J,12,1,11,1,1.0,1
5533,7,11,1,11,1,1.0,1
5534,J,16,0,19,1,-1.0,0
5535,6,10,0,20,0,-1.0,1
5536,9,7,1,12,0,1.0,0
5537,A,16,0,9,0,-1.0,1
5538,8,5,1,15,0,1.0,0
5539,6,7,0,21,0,1.0,0
5540,10,5,0,17,0,-1.0,1
5541,J,17,1,18,3,-1.0,0
5542,Q,17,0,8,2,-1.0,0
5543,6,16,1,10,1,1.0,1
5544,3,4,1,12,2,-1.0,0
5545,8,17,0,18,1,-1.0,0
5546,5,11,1,15,1,1.0,1
5547,10,17,0,12,2,1.0,1
5548,3,1,1,14,2,-1.0,0
5549,4,6,0,13,2,-1.0,0
5550,2,7,0,8,1,-1.0,0
5551,3,5,0,6,3,-1.0,0
5552,A,11,0,16,0,-1.0,1
5553,K,11,0,18,0,1.0,0
5554,3,15,1,12,3,-1.0,0
5555,4,11,1,18,0,1.0,0
5556,4,12,1,18,0,1.0,0
5557,3,11,0,13,2,-1.0,0
5558,7,14,0,20,0,1.0,0
5559,5,12,1,12,2,-1.0,0
5560,K,16,0,19,1,1.0,1
5561,K,15,0,20,0,1.0,0
5562,Q,16,0,15,1,-1.0,0
5563,9,13,0,17,1,-1.0,0
5564,K,8,1,12,0,1.0,0
5565,2,-2,0,13,2,-1.0,0
5566,4,6,0,8,1,1.0,1
5567,10,9,0,13,0,-1.0,1
5568,6,17,0,6,2,-1.0,0
5569,5,14,0,12,1,-1.0,0
5570,8,15,0,12,2,-1.0,0
5571,10,15,1,20,0,1.0,0
5572,6,15,1,13,1,-1.0,0
5573,8,16,0,14,1,-1.0,0
5574,10,18,0,12,1,-1.0,0
5575,7,14,0,6,2,-1.0,0
5576,7,13,0,13,1,-1.0,0
5577,2,5,0,21,0,1.0,0
5578,2,1,0,18,0,-1.0,1
5579,10,12,0,9,1,1.0,1
5580,7,11,0,20,0,1.0,0
5581,J,5,1,16,0,1.0,0
5582,2,14,1,18,1,1.0,1
5583,K,15,1,17,1,-1.0,0
5584,8,15,0,10,1,1.0,1
5585,3,8,0,21,0,1.0,0
5586,10,12,0,15,1,-1.0,0
5587,8,16,0,13,1,1.0,1
5588,10,14,0,20,0,1.0,0
5589,8,15,0,16,1,1.0,1
5590,A,17,0,20,0,-1.0,1
5591,3,2,0,12,1,1.0,1
5592,Q,15,0,18,1,1.0,1
5593,6,10,1,8,3,1.0,1
5594,K,9,1,20,0,1.0,0
5595,7,6,1,15,0,1.0,0
5596,K,15,1,14,2,-1.0,0
5597,3,10,1,14,4,1.0,1
5598,8,15,1,7,2,-1.0,0
5599,J,14,1,19,0,1.0,0
5600,9,17,0,11,3,-1.0,0
5601,8,12,1,16,1,1.0,1
5602,4,12,0,11,1,1.0,1
5603,7,14,0,15,1,1.0,1
5604,9,15,0,19,0,1.0,0
5605,J,15,0,10,2,1.0,1
5606,K,14,0,20,0,1.0,0
5607,4,6,1,10,1,1.0,1
5608,K,9,1,12,1,1.0,1
5609,7,19,0,9,3,1.0,1
5610,A,18,0,10,2,1.0,1
5611,5,13,0,12,1,-1.0,0
5612,9,19,0,11,1,1.0,1
5613,J,11,1,9,1,1.0,1
5614,3,5,1,20,0,1.0,0
5615,Q,16,0,18,1,-1.0,0
5616,2,4,0,20,0,-1.0,1
5617,K,12,1,5,3,-1.0,0
5618,J,17,0,20,0,-1.0,1
5619,Q,7,0,14,0,-1.0,1
5620,2,0,0,20,0,1.0,0
5621,3,7,1,12,1,1.0,1
5622,A,14,0,19,0,-1.0,1
5623,2,10,1,14,1,-1.0,0
5624,9,21,0,14,1,1.0,1
5625,5,8,0,12,1,-1.0,0
5626,J,12,1,14,1,-1.0,0
5627,7,9,0,15,1,-1.0,0
5628,5,13,0,21,0,1.0,0
5629,K,10,0,16,0,-1.0,1
5630,J,11,1,19,0,1.0,0
5631,10,9,1,8,1,1.0,1
5632,3,9,1,10,2,-1.0,0
5633,Q,13,0,15,1,1.0,1
5634,A,8,0,14,0,-1.0,1
5635,K,12,0,15,3,-1.0,0
5636,7,10,0,20,0,1.0,0
5637,4,9,0,12,1,1.0,1
5638,K,21,0,17,1,-1.0,0
5639,Q,20,0,16,2,-1.0,0
5640,K,15,0,16,1,-1.0,0
5641,8,17,0,11,2,-1.0,0
5642,K,11,1,12,2,1.0,1
5643,6,12,1,16,1,1.0,1
5644,5,7,0,20,0,1.0,0
5645,5,12,0,12,1,-1.0,0
5646,Q,11,0,18,0,-1.0,1
5647,A,14,0,20,0,1.0,0
5648,4,0,0,13,1,1.0,1
5649,9,8,1,21,0,1.0,0
5650,9,10,0,17,0,1.0,0
5651,Q,18,0,16,1,-1.0,0
5652,4,9,0,20,0,1.0,0
5653,K,20,0,12,3,-1.0,0
5654,5,13,1,20,0,1.0,0
5655,Q,18,0,5,2,-1.0,0
5656,J,18,0,20,0,1.0,0
5657,3,3,0,11,2,-1.0,0
5658,5,12,1,11,1,1.0,1
5659,Q,12,1,13,1,1.0,1
5660,4,5,0,20,0,1.0,0
5661,5,4,1,12,2,1.0,1
5662,A,7,0,16,0,-1.0,1
5663,7,7,0,20,0,1.0,0
5664,8,11,0,12,3,-1.0,0
5665,K,14,1,21,0,1.0,0
5666,7,17,1,15,2,1.0,1
5667,8,15,1,19,0,1.0,0
5668,5,15,0,20,0,1.0,0
5669,6,15,0,16,1,-1.0,0
5670,3,12,1,10,1,1.0,1
5671,7,12,0,5,3,-1.0,0
5672,7,14,0,12,1,1.0,1
5673,3,3,0,7,1,1.0,1
5674,10,10,1,13,1,-1.0,0
5675,A,13,0,9,2,-1.0,0
5676,8,13,0,13,1,1.0,1
5677,5,6,0,9,1,1.0,1
5678,5,0,0,16,0,-1.0,1
5679,7,16,1,18,0,1.0,0
5680,K,19,0,19,1,-1.0,0
5681,J,16,1,20,0,1.0,0
5682,J,20,0,13,3,1.0,1
5683,K,18,0,8,4,-1.0,0
5684,Q,10,0,11,1,1.0,1
5685,J,16,0,20,0,1.0,0
5686,4,5,1,17,1,1.0,1
5687,6,11,1,13,1,1.0,1
5688,8,11,0,5,2,-1.0,0
5689,3,6,1,15,1,1.0,1
5690,10,11,0,11,1,1.0,1
5691,2,-2,0,19,0,-1.0,1
5692,K,22,0,15,2,-1.0,0
5693,A,22,0,15,0,-1.0,1
5694,2,12,0,17,1,1.0,1
5695,A,12,1,18,0,1.0,0
5696,J,18,0,18,1,-1.0,0
5697,Q,20,0,14,0,-1.0,1
5698,A,12,0,12,2,-1.0,0
5699,6,12,0,11,1,1.0,1
5700,4,3,0,19,0,1.0,0
5701,3,7,1,13,1,-1.0,0
5702,8,10,1,6,2,1.0,1
5703,7,6,0,13,1,-1.0,0
5704,A,14,0,7,2,-1.0,0
5705,3,3,0,13,1,1.0,1
5706,K,18,1,18,2,-1.0,0
5707,K,21,0,14,2,-1.0,0
5708,6,16,0,10,1,1.0,1
5709,5,15,0,20,0,1.0,0
5710,6,10,0,16,1,-1.0,0
5711,2,12,0,10,1,1.0,1
5712,4,13,0,19,0,1.0,0
5713,3,3,0,15,2,-1.0,0
5714,2,8,1,19,0,1.0,0
5715,2,6,1,19,0,1.0,0
5716,5,2,0,12,2,1.0,1
5717,9,13,0,10,2,-1.0,0
5718,6,5,0,19,0,-1.0,1
5719,10,6,1,21,0,1.0,0
5720,J,19,0,12,3,-1.0,0
5721,K,14,0,20,0,1.0,0
5722,A,12,0,7,2,-1.0,0
5723,A,12,1,19,0,1.0,0
5724,3,11,0,18,0,-1.0,1
5725,6,6,1,5,2,1.0,1
5726,5,10,0,12,1,-1.0,0
5727,10,17,0,15,1,-1.0,0
5728,Q,14,0,13,2,-1.0,0
5729,K,16,0,17,2,-1.0,0
5730,9,8,0,11,1,-1.0,0
5731,J,10,1,20,0,1.0,0
5732,4,1,0,9,1,-1.0,0
5733,3,6,0,12,1,-1.0,0
5734,5,12,0,17,0,-1.0,1
5735,7,18,0,19,0,1.0,0
5736,9,17,0,8,2,-1.0,0
5737,7,17,0,13,1,-1.0,0
5738,8,18,0,15,1,-1.0,0
5739,3,3,0,15,1,-1.0,0
5740,6,7,0,18,0,-1.0,1
5741,7,14,0,16,1,-1.0,0
5742,9,15,0,7,1,1.0,1
5743,A,13,0,19,0,1.0,0
5744,4,9,1,16,2,1.0,1
