,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
61116,9,17,0,20,0,1.0,0
61117,Q,20,0,13,0,-1.0,1
61118,4,20,0,14,0,-1.0,1
61119,J,18,0,12,0,-1.0,1
61120,J,26,1,20,0,1.0,0
61121,7,18,0,13,0,-1.0,1
61122,A,21,0,13,0,-1.0,1
61123,4,19,0,13,0,-1.0,1
61124,6,17,0,16,0,-1.0,1
61125,J,20,0,15,0,-1.0,1
61126,J,22,1,20,0,1.0,0
61127,2,25,1,9,0,1.0,0
61128,3,18,0,14,0,-1.0,1
61129,K,20,0,12,0,-1.0,1
61130,10,20,0,20,0,0.0,0
61131,10,17,0,19,0,1.0,0
61132,9,25,1,16,0,1.0,0
61133,A,21,0,9,0,-1.0,1
61134,4,22,1,10,0,1.0,0
61135,3,19,0,13,0,-1.0,1
61136,2,19,0,15,0,-1.0,1
61137,8,18,0,19,0,1.0,0
61138,5,18,0,18,0,0.0,0
61139,3,19,0,17,0,-1.0,1
61140,5,17,0,12,0,-1.0,1
61141,J,18,0,16,0,-1.0,1
61142,Q,23,1,18,0,1.0,0
61143,A,21,0,13,0,-1.0,1
61144,6,18,0,16,0,-1.0,1
61145,10,17,0,15,0,-1.0,1
61146,7,19,0,12,0,-1.0,1
61147,K,20,0,8,1,-1.0,0
61148,6,22,1,21,0,1.0,0
61149,6,17,0,4,1,-1.0,0
61150,K,20,0,16,0,-1.0,1
61151,3,21,0,17,0,-1.0,1
61152,10,21,0,19,0,-1.0,1
61153,9,20,0,10,1,-1.0,0
61154,K,17,0,20,0,1.0,0
61155,3,18,0,13,0,-1.0,1
61156,7,18,0,7,0,-1.0,1
61157,2,18,0,18,0,0.0,0
61158,9,19,0,15,0,-1.0,1
61159,10,18,0,14,0,-1.0,1
61160,K,22,1,8,0,1.0,0
61161,5,20,0,21,0,1.0,0
61162,4,20,0,16,0,-1.0,1
61163,2,25,1,15,0,1.0,0
61164,5,25,1,8,0,1.0,0
61165,6,17,0,17,0,0.0,0
61166,2,21,0,21,0,0.0,0
61167,7,17,0,7,1,-1.0,0
61168,4,23,1,18,0,1.0,0
61169,A,19,0,19,0,0.0,0
61170,10,18,0,12,0,-1.0,1
61171,J,17,0,19,0,1.0,0
61172,10,18,0,18,0,0.0,0
61173,K,26,1,18,0,1.0,0
61174,4,19,0,5,0,-1.0,1
61175,9,20,0,16,0,-1.0,1
61176,3,22,1,12,0,1.0,0
61177,Q,20,0,14,0,-1.0,1
61178,Q,21,0,16,0,-1.0,1
61179,2,25,1,7,0,1.0,0
61180,Q,18,0,16,0,-1.0,1
61181,7,17,0,17,0,0.0,0
61182,2,18,0,10,0,-1.0,1
61183,K,17,0,14,0,-1.0,1
61184,5,25,1,17,0,1.0,0
61185,10,21,0,16,0,-1.0,1
61186,2,17,0,17,0,0.0,0
61187,4,20,0,16,0,-1.0,1
61188,8,19,0,12,0,-1.0,1
61189,3,20,0,10,1,-1.0,0
61190,10,20,0,12,0,-1.0,1
61191,10,19,0,17,0,-1.0,1
61192,7,17,0,13,0,-1.0,1
61193,J,19,0,12,0,-1.0,1
61194,7,18,0,19,0,1.0,0
61195,4,21,0,14,0,-1.0,1
61196,10,20,0,20,0,0.0,0
61197,5,24,1,6,0,1.0,0
61198,K,23,1,14,0,1.0,0
61199,4,24,1,12,0,1.0,0
61200,2,20,0,11,0,-1.0,1
61201,5,23,1,19,0,1.0,0
61202,J,21,0,10,0,-1.0,1
61203,4,17,0,19,0,1.0,0
61204,7,21,0,10,1,-1.0,0
61205,A,17,0,8,0,-1.0,1
61206,10,20,0,14,0,-1.0,1
61207,3,18,0,14,0,-1.0,1
61208,6,18,0,17,0,-1.0,1
61209,A,19,0,7,0,-1.0,1
61210,6,24,1,13,0,1.0,0
61211,6,20,0,20,0,0.0,0
61212,J,25,1,7,0,1.0,0
61213,10,21,0,19,0,-1.0,1
61214,2,26,1,18,0,1.0,0
61215,7,24,1,17,0,1.0,0
61216,6,21,0,11,0,-1.0,1
61217,9,20,0,16,0,-1.0,1
61218,7,19,0,12,0,-1.0,1
61219,8,20,0,7,0,-1.0,1
61220,3,17,0,20,0,1.0,0
61221,3,25,1,12,0,1.0,0
61222,8,21,0,19,0,-1.0,1
61223,6,22,1,20,0,1.0,0
61224,Q,20,0,13,0,-1.0,1
61225,K,22,1,9,1,1.0,1
61226,4,17,0,18,0,1.0,0
61227,9,19,0,14,0,-1.0,1
61228,9,20,0,15,0,-1.0,1
61229,9,18,0,14,0,-1.0,1
61230,10,20,0,13,0,-1.0,1
61231,3,17,0,7,1,0.0,1
61232,10,20,0,17,0,-1.0,1
61233,J,19,0,17,0,-1.0,1
61234,2,22,1,18,0,1.0,0
61235,8,18,0,12,0,-1.0,1
61236,Q,18,0,13,0,-1.0,1
61237,A,21,0,20,0,-1.0,1
61238,7,17,0,7,0,-1.0,1
61239,4,18,0,16,0,-1.0,1
61240,A,20,0,12,0,-1.0,1
61241,9,19,0,13,0,-1.0,1
61242,6,22,1,21,0,1.0,0
61243,5,19,0,9,0,-1.0,1
61244,5,17,0,12,0,-1.0,1
61245,A,19,0,10,0,-1.0,1
61246,4,17,0,15,0,-1.0,1
61247,5,18,0,9,0,-1.0,1
61248,5,23,1,14,0,1.0,0
61249,5,17,0,13,0,-1.0,1
61250,4,20,0,13,0,-1.0,1
61251,8,17,0,13,0,-1.0,1
61252,10,20,0,13,0,-1.0,1
61253,7,21,0,9,1,-1.0,0
61254,2,18,0,14,0,-1.0,1
61255,J,22,1,21,0,1.0,0
61256,2,20,0,8,0,-1.0,1
61257,8,19,0,20,0,1.0,0
61258,6,22,1,17,0,1.0,0
61259,7,26,1,20,0,1.0,0
61260,8,20,0,12,0,-1.0,1
61261,9,19,0,13,0,-1.0,1
61262,5,22,1,12,0,1.0,0
61263,10,22,1,20,0,1.0,0
61264,3,19,0,19,0,0.0,0
61265,3,24,1,17,0,1.0,0
61266,J,20,0,9,1,-1.0,0
61267,5,18,0,13,0,-1.0,1
61268,4,20,0,9,0,-1.0,1
61269,2,22,1,20,0,1.0,0
61270,8,22,1,18,0,1.0,0
61271,K,20,0,11,1,0.0,1
61272,A,21,0,15,0,-1.0,1
61273,7,17,0,14,0,-1.0,1
61274,4,23,1,13,0,1.0,0
61275,2,22,1,4,0,1.0,0
61276,2,22,1,20,0,1.0,0
61277,5,19,0,19,0,0.0,0
61278,10,18,0,17,0,-1.0,1
61279,10,20,0,14,0,-1.0,1
61280,9,21,0,15,0,-1.0,1
61281,K,20,0,17,0,-1.0,1
61282,5,20,0,13,0,-1.0,1
61283,J,17,0,17,0,0.0,0
61284,3,23,1,13,0,1.0,0
61285,3,20,0,10,1,0.0,1
61286,K,21,0,18,0,-1.0,1
61287,A,19,0,17,0,-1.0,1
61288,4,23,1,18,0,1.0,0
61289,6,24,1,19,0,1.0,0
61290,A,21,0,7,0,-1.0,1
61291,2,20,0,12,0,-1.0,1
61292,2,23,1,13,0,1.0,0
61293,9,19,0,14,0,-1.0,1
61294,K,20,0,16,0,-1.0,1
61295,3,18,0,21,0,1.0,0
61296,9,19,0,20,0,1.0,0
61297,4,24,1,15,0,1.0,0
61298,A,21,0,14,0,-1.0,1
61299,5,25,1,10,1,1.0,1
61300,3,18,0,21,0,1.0,0
61301,7,17,0,10,1,-1.0,0
61302,7,22,1,13,0,1.0,0
61303,8,18,0,7,1,-1.0,0
61304,7,17,0,17,0,0.0,0
61305,A,18,0,17,0,-1.0,1
61306,10,18,0,20,0,1.0,0
61307,6,18,0,16,0,-1.0,1
61308,3,23,1,15,0,1.0,0
61309,3,18,0,20,0,1.0,0
61310,Q,21,0,12,0,-1.0,1
61311,2,19,0,17,0,-1.0,1
61312,4,20,0,20,0,0.0,0
61313,9,17,0,20,0,1.0,0
61314,10,20,0,15,0,-1.0,1
61315,5,25,1,20,0,1.0,0
61316,10,23,1,19,0,1.0,0
61317,7,21,0,20,0,-1.0,1
61318,8,24,1,16,0,1.0,0
61319,J,25,1,17,0,1.0,0
61320,2,20,0,16,0,-1.0,1
61321,K,21,0,21,0,0.0,0
61322,10,22,1,12,0,1.0,0
61323,5,19,0,21,0,1.0,0
61324,5,26,1,17,0,1.0,0
61325,6,26,1,7,1,1.0,1
61326,2,20,0,17,0,-1.0,1
61327,8,19,0,15,0,-1.0,1
61328,6,26,1,16,0,1.0,0
61329,9,20,0,13,0,-1.0,1
61330,Q,18,0,9,1,-1.0,0
61331,9,20,0,15,0,-1.0,1
61332,A,20,0,14,0,-1.0,1
61333,7,21,0,12,0,-1.0,1
61334,2,18,0,9,0,-1.0,1
61335,8,22,1,13,0,1.0,0
61336,5,21,0,17,0,-1.0,1
61337,K,22,1,5,1,1.0,1
61338,A,18,0,19,0,1.0,0
61339,K,18,0,14,0,-1.0,1
61340,3,20,0,9,0,-1.0,1
61341,J,26,1,15,0,1.0,0
61342,10,19,0,19,0,0.0,0
61343,Q,20,0,14,0,-1.0,1
61344,5,24,1,21,0,1.0,0
61345,A,17,0,20,0,1.0,0
61346,6,26,1,9,0,1.0,0
61347,6,17,0,12,0,-1.0,1
61348,8,18,0,19,0,1.0,0
61349,9,21,0,21,0,0.0,0
61350,2,18,0,20,0,1.0,0
61351,4,24,1,20,0,1.0,0
61352,6,19,0,5,1,-1.0,0
61353,5,18,0,17,0,-1.0,1
61354,5,25,1,5,0,1.0,0
61355,10,19,0,15,0,-1.0,1
61356,9,20,0,13,0,-1.0,1
61357,K,20,0,16,0,-1.0,1
61358,K,24,1,9,0,1.0,0
61359,5,20,0,20,0,0.0,0
61360,6,18,0,17,0,-1.0,1
61361,A,21,0,18,0,-1.0,1
61362,A,21,0,15,0,-1.0,1
61363,4,26,1,20,0,1.0,0
61364,5,24,1,20,0,1.0,0
61365,6,18,0,13,0,-1.0,1
61366,A,18,0,18,0,0.0,0
61367,4,23,1,8,0,1.0,0
61368,Q,19,0,9,1,-1.0,0
61369,7,18,0,17,0,-1.0,1
61370,4,17,0,21,0,1.0,0
61371,2,19,0,8,0,-1.0,1
61372,8,18,0,12,0,-1.0,1
61373,2,17,0,20,0,1.0,0
61374,Q,20,0,19,0,-1.0,1
61375,J,21,0,13,0,-1.0,1
61376,Q,21,0,18,0,-1.0,1
61377,3,18,0,13,0,-1.0,1
61378,Q,20,0,12,0,-1.0,1
61379,6,22,1,6,0,1.0,0
61380,9,17,0,13,0,-1.0,1
61381,5,19,0,17,0,-1.0,1
61382,A,19,0,10,0,-1.0,1
61383,8,17,0,21,0,1.0,0
61384,7,17,0,8,0,-1.0,1
61385,J,20,0,20,0,0.0,0
61386,4,25,1,12,0,1.0,0
61387,9,19,0,5,1,-1.0,0
61388,K,20,0,17,0,-1.0,1
61389,3,23,1,18,0,1.0,0
61390,7,17,0,20,0,1.0,0
61391,J,17,0,20,0,1.0,0
61392,9,19,0,17,0,-1.0,1
61393,6,26,1,16,0,1.0,0
61394,A,21,0,5,0,-1.0,1
61395,8,23,1,16,0,1.0,0
61396,10,20,0,16,0,-1.0,1
61397,8,18,0,9,1,1.0,1
61398,5,21,0,11,0,-1.0,1
61399,2,22,1,13,0,1.0,0
61400,Q,20,0,17,0,-1.0,1
61401,3,25,1,14,0,1.0,0
61402,K,24,1,4,1,1.0,1
61403,4,18,0,20,0,1.0,0
61404,J,20,0,18,0,-1.0,1
61405,8,23,1,18,0,1.0,0
61406,9,17,0,5,0,-1.0,1
61407,9,20,0,12,0,-1.0,1
61408,A,25,1,21,0,1.0,0
61409,2,19,0,16,0,-1.0,1
61410,9,21,0,9,0,-1.0,1
61411,J,20,0,18,0,-1.0,1
61412,K,19,0,20,0,1.0,0
61413,3,24,1,12,0,1.0,0
61414,3,26,1,18,0,1.0,0
61415,8,18,0,12,0,-1.0,1
61416,9,19,0,11,1,-1.0,0
61417,J,17,0,12,0,-1.0,1
61418,K,20,0,17,0,-1.0,1
61419,9,20,0,13,0,-1.0,1
61420,10,20,0,13,0,-1.0,1
61421,10,17,0,16,0,-1.0,1
61422,A,23,1,16,0,1.0,0
61423,7,17,0,13,0,-1.0,1
61424,8,21,0,13,0,-1.0,1
61425,3,21,0,19,0,-1.0,1
61426,9,17,0,20,0,1.0,0
61427,9,23,1,20,0,1.0,0
61428,K,20,0,6,1,-1.0,0
61429,3,22,1,10,0,1.0,0
61430,8,19,0,14,0,-1.0,1
61431,8,18,0,13,0,-1.0,1
61432,2,22,1,16,0,1.0,0
61433,A,18,0,6,1,-1.0,0
61434,5,26,1,20,0,1.0,0
61435,K,23,1,12,0,1.0,0
61436,4,18,0,10,0,-1.0,1
61437,4,17,0,12,0,-1.0,1
61438,6,19,0,13,0,-1.0,1
61439,9,20,0,19,0,-1.0,1
61440,6,20,0,20,0,0.0,0
61441,K,18,0,13,0,-1.0,1
61442,4,21,0,19,0,-1.0,1
61443,3,19,0,13,0,-1.0,1
61444,Q,21,0,10,0,-1.0,1
61445,6,25,1,19,0,1.0,0
61446,6,21,0,17,0,-1.0,1
61447,9,19,0,17,0,-1.0,1
61448,Q,19,0,20,0,1.0,0
61449,7,17,0,11,0,-1.0,1
61450,A,20,0,14,0,-1.0,1
61451,A,22,1,14,0,1.0,0
61452,Q,17,0,17,0,0.0,0
61453,3,21,0,10,0,-1.0,1
61454,8,18,0,16,0,-1.0,1
61455,3,21,0,19,0,-1.0,1
61456,K,24,1,14,0,1.0,0
61457,J,22,1,20,0,1.0,0
61458,J,20,0,15,0,-1.0,1
61459,6,23,1,12,0,1.0,0
61460,10,24,1,12,0,1.0,0
61461,K,17,0,16,0,-1.0,1
61462,J,20,0,10,1,0.0,1
61463,K,24,1,10,1,1.0,1
61464,10,20,0,16,0,-1.0,1
61465,6,17,0,14,0,-1.0,1
61466,5,20,0,10,1,1.0,1
61467,4,21,0,21,0,0.0,0
61468,J,20,0,6,0,-1.0,1
61469,Q,26,1,19,0,1.0,0
61470,8,24,1,21,0,1.0,0
61471,3,21,0,20,0,-1.0,1
61472,5,24,1,11,0,1.0,0
61473,3,19,0,13,0,-1.0,1
61474,8,17,0,7,1,-1.0,0
61475,Q,26,1,16,0,1.0,0
61476,8,23,1,7,1,1.0,1
61477,10,17,0,13,0,-1.0,1
61478,10,21,0,18,0,-1.0,1
61479,K,17,0,16,0,-1.0,1
61480,7,23,1,20,0,1.0,0
61481,5,22,1,12,0,1.0,0
61482,2,22,1,5,1,1.0,1
61483,4,26,1,20,0,1.0,0
61484,A,21,0,20,0,-1.0,1
61485,2,25,1,14,0,1.0,0
61486,Q,20,0,13,0,-1.0,1
61487,2,19,0,20,0,1.0,0
61488,8,18,0,9,1,-1.0,0
61489,6,17,0,17,0,0.0,0
61490,5,21,0,13,0,-1.0,1
61491,10,18,0,4,0,-1.0,1
61492,Q,17,0,9,1,1.0,1
61493,10,24,1,9,0,1.0,0
61494,5,17,0,13,0,-1.0,1
61495,Q,21,0,18,0,-1.0,1
61496,Q,21,0,18,0,-1.0,1
61497,10,19,0,17,0,-1.0,1
61498,6,19,0,13,0,-1.0,1
61499,K,19,0,9,1,0.0,1
61500,8,17,0,8,1,-1.0,0
61501,Q,19,0,14,0,-1.0,1
61502,2,19,0,20,0,1.0,0
61503,8,19,0,19,0,0.0,0
61504,8,24,1,18,0,1.0,0
61505,6,19,0,20,0,1.0,0
61506,A,21,0,15,0,-1.0,1
61507,5,19,0,13,0,-1.0,1
61508,7,26,1,16,0,1.0,0
61509,A,25,1,5,1,1.0,1
61510,Q,18,0,9,1,1.0,1
61511,J,21,0,20,0,-1.0,1
61512,9,19,0,12,0,-1.0,1
61513,A,20,0,15,0,-1.0,1
61514,2,22,1,12,0,1.0,0
61515,5,22,1,12,0,1.0,0
61516,2,26,1,18,0,1.0,0
61517,9,18,0,20,0,1.0,0
61518,9,19,0,21,0,1.0,0
61519,6,20,0,13,0,-1.0,1
61520,3,20,0,16,0,-1.0,1
61521,3,22,1,18,0,1.0,0
61522,5,25,1,9,1,1.0,1
61523,7,18,0,12,0,-1.0,1
61524,5,22,1,8,1,1.0,1
61525,4,24,1,20,0,1.0,0
61526,3,18,0,11,1,-1.0,0
61527,5,17,0,21,0,1.0,0
61528,6,19,0,4,0,-1.0,1
61529,7,18,0,14,0,-1.0,1
61530,8,18,0,14,0,-1.0,1
61531,2,22,1,15,0,1.0,0
61532,7,17,0,14,0,-1.0,1
61533,10,24,1,16,0,1.0,0
61534,6,18,0,14,0,-1.0,1
61535,9,18,0,10,1,-1.0,0
61536,Q,20,0,12,0,-1.0,1
61537,3,23,1,13,0,1.0,0
61538,2,22,1,18,0,1.0,0
61539,6,22,1,21,0,1.0,0
61540,Q,21,0,12,0,-1.0,1
61541,6,20,0,14,0,-1.0,1
61542,4,18,0,14,0,-1.0,1
61543,A,21,0,9,0,-1.0,1
61544,K,20,0,16,0,-1.0,1
61545,6,19,0,12,0,-1.0,1
61546,6,17,0,14,0,-1.0,1
61547,Q,18,0,16,0,-1.0,1
61548,7,17,0,19,0,1.0,0
61549,3,23,1,13,0,1.0,0
61550,6,17,0,20,0,1.0,0
61551,3,18,0,13,0,-1.0,1
61552,Q,21,0,17,0,-1.0,1
61553,Q,20,0,9,0,-1.0,1
61554,3,24,1,10,0,1.0,0
61555,A,17,0,19,0,1.0,0
61556,3,19,0,14,0,-1.0,1
61557,6,21,0,20,0,-1.0,1
61558,7,26,1,19,0,1.0,0
61559,A,20,0,8,1,-1.0,0
61560,10,17,0,14,0,-1.0,1
61561,2,17,0,17,0,0.0,0
61562,10,20,0,11,1,-1.0,0
61563,10,24,1,12,0,1.0,0
61564,2,17,0,14,0,-1.0,1
61565,4,17,0,9,0,-1.0,1
61566,6,20,0,17,0,-1.0,1
61567,2,22,1,15,0,1.0,0
61568,Q,20,0,15,0,-1.0,1
61569,10,24,1,16,0,1.0,0
61570,J,21,0,10,0,-1.0,1
61571,8,22,1,19,0,1.0,0
61572,A,19,0,20,0,1.0,0
61573,10,24,1,18,0,1.0,0
61574,J,21,0,17,0,-1.0,1
61575,10,20,0,14,0,-1.0,1
61576,3,18,0,18,0,0.0,0
61577,10,23,1,14,0,1.0,0
61578,5,20,0,14,0,-1.0,1
61579,3,19,0,12,0,-1.0,1
61580,3,23,1,13,0,1.0,0
61581,7,24,1,7,0,1.0,0
61582,A,17,0,12,0,-1.0,1
61583,3,18,0,19,0,1.0,0
61584,Q,21,0,12,0,-1.0,1
61585,8,18,0,8,0,-1.0,1
61586,3,19,0,17,0,-1.0,1
61587,J,26,1,15,0,1.0,0
61588,5,17,0,8,0,-1.0,1
61589,10,24,1,15,0,1.0,0
61590,6,22,1,13,0,1.0,0
61591,J,19,0,15,0,-1.0,1
61592,7,17,0,13,0,-1.0,1
61593,9,17,0,10,1,1.0,1
61594,7,17,0,12,0,-1.0,1
61595,3,21,0,14,0,-1.0,1
61596,Q,17,0,16,0,-1.0,1
61597,10,20,0,10,1,0.0,1
61598,7,17,0,20,0,1.0,0
61599,J,26,1,20,0,1.0,0
61600,10,25,1,16,0,1.0,0
61601,2,17,0,18,0,1.0,0
61602,4,20,0,12,0,-1.0,1
61603,4,20,0,15,0,-1.0,1
61604,9,17,0,15,0,-1.0,1
61605,10,19,0,13,0,-1.0,1
61606,3,18,0,14,0,-1.0,1
61607,A,20,0,20,0,0.0,0
61608,A,18,0,10,1,-1.0,0
61609,Q,18,0,10,1,1.0,1
61610,7,19,0,10,0,-1.0,1
61611,8,19,0,17,0,-1.0,1
61612,4,17,0,13,0,-1.0,1
61613,7,25,1,10,1,1.0,1
61614,5,25,1,14,0,1.0,0
61615,5,18,0,15,0,-1.0,1
61616,3,20,0,20,0,0.0,0
61617,3,19,0,21,0,1.0,0
61618,5,20,0,20,0,0.0,0
61619,Q,20,0,15,0,-1.0,1
61620,10,18,0,14,0,-1.0,1
61621,Q,18,0,13,0,-1.0,1
61622,Q,18,0,16,0,-1.0,1
61623,Q,20,0,13,0,-1.0,1
61624,10,21,0,17,0,-1.0,1
61625,K,21,0,15,0,-1.0,1
61626,A,19,0,16,0,-1.0,1
61627,6,20,0,14,0,-1.0,1
61628,J,19,0,20,0,1.0,0
61629,K,21,0,10,0,-1.0,1
61630,Q,21,0,12,0,-1.0,1
61631,10,17,0,13,0,-1.0,1
61632,9,19,0,13,0,-1.0,1
61633,7,17,0,8,1,1.0,1
61634,7,17,0,20,0,1.0,0
61635,2,21,0,14,0,-1.0,1
61636,7,24,1,19,0,1.0,0
61637,8,23,1,12,0,1.0,0
61638,10,20,0,20,0,0.0,0
61639,9,17,0,15,0,-1.0,1
61640,2,19,0,20,0,1.0,0
61641,4,20,0,10,0,-1.0,1
61642,8,18,0,18,0,0.0,0
61643,A,21,0,20,0,-1.0,1
61644,5,20,0,20,0,0.0,0
61645,7,24,1,16,0,1.0,0
61646,3,21,0,11,0,-1.0,1
61647,A,17,0,15,0,-1.0,1
61648,K,20,0,15,0,-1.0,1
61649,8,25,1,12,0,1.0,0
61650,A,18,0,8,0,-1.0,1
61651,K,23,1,13,0,1.0,0
61652,J,17,0,19,0,1.0,0
61653,Q,23,1,5,0,1.0,0
61654,8,21,0,15,0,-1.0,1
61655,7,19,0,19,0,0.0,0
61656,6,21,0,14,0,-1.0,1
61657,5,18,0,10,0,-1.0,1
61658,9,19,0,17,0,-1.0,1
61659,5,17,0,13,0,-1.0,1
61660,5,18,0,4,1,-1.0,0
61661,A,26,1,15,0,1.0,0
61662,6,19,0,20,0,1.0,0
61663,J,24,1,10,1,1.0,1
61664,K,19,0,16,0,-1.0,1
61665,4,21,0,20,0,-1.0,1
61666,J,20,0,18,0,-1.0,1
61667,6,18,0,21,0,1.0,0
61668,Q,19,0,20,0,1.0,0
61669,K,20,0,21,0,1.0,0
61670,10,21,0,14,0,-1.0,1
61671,J,17,0,13,0,-1.0,1
61672,4,23,1,5,0,1.0,0
61673,4,21,0,16,0,-1.0,1
61674,8,25,1,5,0,1.0,0
61675,9,19,0,17,0,-1.0,1
61676,9,19,0,18,0,-1.0,1
61677,7,20,0,20,0,0.0,0
61678,2,22,1,14,0,1.0,0
61679,J,20,0,10,0,-1.0,1
61680,6,22,1,11,1,1.0,1
61681,7,18,0,16,0,-1.0,1
61682,Q,17,0,18,0,1.0,0
61683,7,23,1,12,0,1.0,0
61684,8,17,0,15,0,-1.0,1
61685,J,20,0,20,0,0.0,0
61686,A,21,0,13,0,-1.0,1
61687,Q,20,0,12,0,-1.0,1
61688,8,18,0,13,0,-1.0,1
61689,3,23,1,15,0,1.0,0
61690,9,17,0,13,0,-1.0,1
61691,7,19,0,14,0,-1.0,1
61692,7,17,0,12,0,-1.0,1
61693,A,17,0,12,0,-1.0,1
61694,2,17,0,14,0,-1.0,1
61695,8,23,1,16,0,1.0,0
61696,K,24,1,21,0,1.0,0
61697,10,20,0,13,0,-1.0,1
61698,9,18,0,13,0,-1.0,1
61699,A,20,0,5,0,-1.0,1
61700,4,18,0,18,0,0.0,0
61701,K,20,0,10,1,-1.0,0
61702,10,20,0,12,0,-1.0,1
61703,A,17,0,17,0,0.0,0
61704,10,26,1,5,0,1.0,0
61705,5,25,1,20,0,1.0,0
61706,5,17,0,9,1,-1.0,0
61707,J,23,1,13,0,1.0,0
61708,8,18,0,16,0,-1.0,1
61709,8,18,0,11,1,1.0,1
61710,3,20,0,12,0,-1.0,1
61711,8,21,0,15,0,-1.0,1
61712,4,20,0,20,0,0.0,0
61713,3,22,1,21,0,1.0,0
61714,A,21,0,16,0,-1.0,1
61715,6,24,1,12,0,1.0,0
61716,K,25,1,8,1,1.0,1
61717,8,19,0,13,0,-1.0,1
61718,J,17,0,19,0,1.0,0
61719,8,18,0,7,0,-1.0,1
61720,10,20,0,20,0,0.0,0
61721,4,25,1,18,0,1.0,0
61722,3,21,0,16,0,-1.0,1
61723,9,19,0,14,0,-1.0,1
61724,2,20,0,11,0,-1.0,1
61725,J,19,0,19,0,0.0,0
61726,J,20,0,6,1,-1.0,0
61727,K,22,1,12,0,1.0,0
61728,K,21,0,20,0,-1.0,1
61729,7,17,0,9,0,-1.0,1
61730,6,21,0,19,0,-1.0,1
61731,A,19,0,14,0,-1.0,1
61732,6,20,0,19,0,-1.0,1
61733,3,23,1,20,0,1.0,0
61734,K,17,0,15,0,-1.0,1
61735,3,20,0,16,0,-1.0,1
61736,10,20,0,12,0,-1.0,1
61737,9,18,0,17,0,-1.0,1
61738,3,21,0,19,0,-1.0,1
61739,4,23,1,15,0,1.0,0
61740,10,18,0,8,0,-1.0,1
61741,7,22,1,19,0,1.0,0
61742,5,24,1,9,0,1.0,0
61743,9,24,1,11,0,1.0,0
61744,9,23,1,15,0,1.0,0
61745,7,17,0,14,0,-1.0,1
61746,K,25,1,15,0,1.0,0
61747,J,17,0,12,0,-1.0,1
61748,8,20,0,20,0,0.0,0
61749,5,21,0,21,0,0.0,0
61750,5,18,0,12,0,-1.0,1
61751,2,26,1,14,0,1.0,0
61752,8,18,0,14,0,-1.0,1
61753,Q,20,0,7,0,-1.0,1
61754,3,19,0,11,0,-1.0,1
61755,J,19,0,17,0,-1.0,1
61756,6,26,1,21,0,1.0,0
61757,5,21,0,12,0,-1.0,1
61758,7,18,0,14,0,-1.0,1
61759,6,19,0,13,0,-1.0,1
61760,3,23,1,17,0,1.0,0
61761,A,25,1,15,0,1.0,0
61762,3,22,1,18,0,1.0,0
61763,4,21,0,19,0,-1.0,1
61764,9,26,1,12,0,1.0,0
61765,4,17,0,11,0,-1.0,1
61766,2,19,0,20,0,1.0,0
61767,2,20,0,7,0,-1.0,1
61768,A,17,0,21,0,1.0,0
61769,J,20,0,12,0,-1.0,1
61770,2,19,0,12,0,-1.0,1
61771,7,19,0,17,0,-1.0,1
61772,Q,20,0,7,1,0.0,1
61773,10,19,0,14,0,-1.0,1
61774,2,18,0,14,0,-1.0,1
61775,Q,21,0,16,0,-1.0,1
61776,5,23,1,8,1,1.0,1
61777,A,18,0,16,0,-1.0,1
61778,Q,20,0,14,0,-1.0,1
61779,3,22,1,13,0,1.0,0
61780,Q,22,1,18,0,1.0,0
61781,6,20,0,16,0,-1.0,1
61782,7,17,0,9,1,-1.0,0
61783,8,17,0,20,0,1.0,0
61784,10,25,1,18,0,1.0,0
61785,10,20,0,14,0,-1.0,1
61786,4,21,0,13,0,-1.0,1
61787,7,21,0,17,0,-1.0,1
61788,5,25,1,17,0,1.0,0
61789,10,17,0,14,0,-1.0,1
61790,3,24,1,20,0,1.0,0
61791,5,19,0,16,0,-1.0,1
61792,4,24,1,12,0,1.0,0
61793,6,19,0,20,0,1.0,0
61794,4,22,1,6,0,1.0,0
61795,Q,18,0,10,1,1.0,1
61796,A,19,0,10,0,-1.0,1
61797,6,22,1,18,0,1.0,0
61798,J,20,0,17,0,-1.0,1
61799,9,19,0,17,0,-1.0,1
61800,3,18,0,14,0,-1.0,1
61801,A,21,0,14,0,-1.0,1
61802,8,19,0,20,0,1.0,0
61803,4,19,0,10,0,-1.0,1
61804,4,21,0,15,0,-1.0,1
61805,4,23,1,15,0,1.0,0
61806,5,21,0,15,0,-1.0,1
61807,5,18,0,9,0,-1.0,1
61808,10,21,0,20,0,-1.0,1
61809,K,20,0,14,0,-1.0,1
61810,9,20,0,18,0,-1.0,1
61811,2,22,1,20,0,1.0,0
61812,2,22,1,7,0,1.0,0
61813,4,19,0,12,0,-1.0,1
61814,6,26,1,15,0,1.0,0
61815,9,17,0,12,0,-1.0,1
61816,K,20,0,18,0,-1.0,1
61817,5,21,0,7,0,-1.0,1
61818,K,17,0,10,0,-1.0,1
61819,J,21,0,13,0,-1.0,1
61820,8,22,1,18,0,1.0,0
61821,A,21,0,14,0,-1.0,1
61822,K,24,1,19,0,1.0,0
61823,2,20,0,19,0,-1.0,1
61824,2,23,1,17,0,1.0,0
61825,10,22,1,20,0,1.0,0
61826,J,20,0,16,0,-1.0,1
